user_id,signup_date,country,device,age_group,variant
101220,2025-05-12,FR,mobile,25-34,0
101221,2025-05-09,UK,desktop,35-44,0
101222,2025-01-08,ES,desktop,25-34,1
101223,2025-06-06,FR,desktop,45-54,1
101224,2025-02-24,UK,mobile,25-34,1
101225,2025-04-13,FR,desktop,25-34,1
101226,2025-05-11,DE,tablet,25-34,1
101227,2025-02-01,UK,mobile,25-34,1
101228,2025-01-10,ES,mobile,25-34,1
101229,2025-04-20,UK,mobile,35-44,0
101230,2025-06-11,FR,desktop,35-44,1
101231,2025-05-04,UK,desktop,18-24,0
101232,2025-03-28,DE,desktop,18-24,0
101233,2025-02-24,UK,mobile,35-44,1
101234,2025-02-01,ES,mobile,35-44,0
101235,2025-06-27,DE,mobile,25-34,1
101236,2025-05-15,FR,mobile,45-54,1
101237,2025-04-03,DE,desktop,25-34,1
101238,2025-01-08,DE,tablet,45-54,0
101239,2025-03-06,UK,tablet,25-34,0
101240,2025-02-26,UK,tablet,18-24,0
101241,2025-03-08,ES,mobile,55+,0
101242,2025-03-13,UK,mobile,25-34,0
101243,2025-02-23,DE,desktop,45-54,1
101244,2025-03-08,ES,tablet,25-34,0
101245,2025-02-20,UK,mobile,35-44,1
101246,2025-04-07,DE,mobile,45-54,1
101247,2025-04-02,FR,mobile,18-24,0
101248,2025-01-08,FR,mobile,45-54,1
101249,2025-06-11,UK,mobile,35-44,0
101250,2025-02-04,UK,mobile,35-44,0
101251,2025-04-06,DE,mobile,35-44,1
101252,2025-03-29,DE,mobile,45-54,0
101253,2025-03-19,DE,desktop,18-24,0
101254,2025-02-01,FR,mobile,25-34,0
101255,2025-04-30,UK,desktop,45-54,1
101256,2025-02-15,DE,desktop,45-54,1
101257,2025-05-24,UK,desktop,18-24,0
101258,2025-06-14,ES,mobile,35-44,1
101259,2025-05-22,DE,tablet,35-44,0
101260,2025-02-24,DE,mobile,25-34,1
101261,2025-06-25,ES,tablet,25-34,1
101262,2025-01-07,UK,desktop,35-44,0
101263,2025-03-15,DE,mobile,25-34,0
101264,2025-01-07,UK,mobile,45-54,0
101265,2025-06-10,ES,mobile,45-54,1
101266,2025-05-31,UK,mobile,25-34,1
101267,2025-03-26,DE,mobile,25-34,1
101268,2025-05-27,ES,mobile,25-34,1
101269,2025-04-22,UK,mobile,25-34,0
101270,2025-05-05,UK,mobile,35-44,0
101271,2025-05-27,DE,mobile,25-34,1
101272,2025-02-05,FR,mobile,35-44,1
101273,2025-01-29,UK,mobile,25-34,0
101274,2025-03-23,UK,mobile,25-34,1
101275,2025-01-02,UK,mobile,18-24,0
101276,2025-05-09,ES,mobile,18-24,1
101277,2025-02-16,FR,desktop,25-34,1
101278,2025-05-28,UK,mobile,25-34,1
101279,2025-01-11,UK,mobile,45-54,1
101280,2025-05-10,UK,mobile,45-54,0
101281,2025-04-29,UK,desktop,25-34,1
101282,2025-05-20,UK,desktop,25-34,0
101283,2025-01-20,UK,desktop,25-34,1
101284,2025-01-05,UK,desktop,25-34,0
101285,2025-02-06,DE,mobile,25-34,0
101286,2025-06-15,UK,mobile,25-34,1
101287,2025-05-17,FR,mobile,25-34,1
101288,2025-02-22,FR,tablet,18-24,0
101289,2025-06-21,FR,desktop,18-24,1
101290,2025-04-09,DE,desktop,18-24,1
101291,2025-03-27,FR,mobile,35-44,1
101292,2025-04-18,ES,desktop,25-34,0
101293,2025-01-24,DE,mobile,25-34,0
101294,2025-03-22,FR,mobile,35-44,0
101295,2025-06-07,DE,mobile,45-54,1
101296,2025-04-30,FR,mobile,45-54,1
101297,2025-02-28,UK,mobile,45-54,1
101298,2025-05-08,UK,desktop,18-24,1
101299,2025-04-24,UK,mobile,35-44,0
101300,2025-04-25,ES,mobile,45-54,0
101301,2025-01-14,DE,mobile,18-24,0
101302,2025-01-09,ES,mobile,35-44,1
101303,2025-02-09,FR,desktop,45-54,0
101304,2025-01-25,FR,desktop,25-34,0
101305,2025-04-13,UK,desktop,18-24,1
101306,2025-01-22,DE,desktop,18-24,0
101307,2025-01-04,FR,desktop,25-34,0
101308,2025-06-03,ES,mobile,18-24,0
101309,2025-01-29,UK,desktop,35-44,0
101310,2025-04-19,FR,mobile,35-44,1
101311,2025-04-08,DE,mobile,18-24,0
101312,2025-02-06,FR,mobile,45-54,0
101313,2025-03-16,FR,desktop,25-34,0
101314,2025-03-11,DE,desktop,18-24,1
101315,2025-05-26,UK,mobile,45-54,1
101316,2025-05-08,DE,desktop,45-54,0
101317,2025-03-26,FR,desktop,35-44,0
101318,2025-02-11,ES,mobile,45-54,0
101319,2025-04-10,DE,mobile,35-44,1
101320,2025-02-10,UK,desktop,45-54,0
101321,2025-06-15,UK,mobile,25-34,0
101322,2025-02-03,ES,desktop,45-54,0
101323,2025-01-17,FR,mobile,55+,1
101324,2025-06-14,ES,mobile,35-44,0
101325,2025-06-02,UK,desktop,18-24,1
101326,2025-05-02,FR,desktop,35-44,1
101327,2025-03-17,DE,desktop,35-44,0
101328,2025-03-28,ES,desktop,18-24,1
101329,2025-04-27,UK,desktop,55+,0
101330,2025-04-16,DE,desktop,18-24,1
101331,2025-03-27,FR,mobile,18-24,1
101332,2025-01-27,UK,mobile,55+,0
101333,2025-02-26,DE,mobile,25-34,0
101334,2025-01-31,DE,desktop,18-24,1
101335,2025-05-14,ES,mobile,35-44,1
101336,2025-06-17,FR,mobile,35-44,1
101337,2025-04-08,UK,mobile,18-24,1
101338,2025-01-12,UK,desktop,55+,1
101339,2025-02-22,UK,desktop,35-44,0
101340,2025-05-18,UK,mobile,35-44,1
101341,2025-06-22,DE,desktop,35-44,0
101342,2025-05-25,UK,mobile,35-44,0
101343,2025-06-03,ES,mobile,25-34,1
101344,2025-05-02,ES,desktop,25-34,0
101345,2025-02-15,FR,mobile,35-44,1
101346,2025-03-05,ES,tablet,45-54,1
101347,2025-05-10,DE,mobile,18-24,1
101348,2025-02-23,FR,mobile,35-44,0
101349,2025-04-17,UK,desktop,45-54,0
101350,2025-02-20,FR,mobile,18-24,1
101351,2025-02-05,FR,tablet,18-24,0
101352,2025-04-25,ES,tablet,25-34,1
101353,2025-01-26,FR,mobile,35-44,1
101354,2025-01-29,ES,mobile,18-24,1
101355,2025-05-29,DE,mobile,25-34,1
101356,2025-01-11,UK,mobile,35-44,1
101357,2025-02-09,ES,mobile,35-44,1
101358,2025-01-11,FR,mobile,25-34,1
101359,2025-06-13,UK,mobile,25-34,1
101360,2025-04-23,DE,mobile,45-54,1
101361,2025-02-08,UK,tablet,55+,0
101362,2025-02-23,FR,desktop,45-54,0
101363,2025-04-08,FR,desktop,35-44,0
101364,2025-02-24,UK,mobile,25-34,0
101365,2025-04-21,ES,desktop,25-34,0
101366,2025-06-01,FR,mobile,18-24,1
101367,2025-05-30,UK,desktop,18-24,0
101368,2025-03-10,FR,tablet,35-44,0
101369,2025-02-25,ES,mobile,25-34,1
101370,2025-02-02,UK,desktop,25-34,0
101371,2025-02-05,UK,desktop,55+,0
101372,2025-05-28,UK,desktop,25-34,1
101373,2025-03-22,UK,desktop,18-24,1
101374,2025-04-19,DE,mobile,18-24,0
101375,2025-06-03,DE,mobile,35-44,0
101376,2025-03-14,UK,mobile,35-44,1
101377,2025-02-09,DE,desktop,25-34,1
101378,2025-01-17,UK,mobile,35-44,1
101379,2025-05-09,ES,desktop,45-54,0
101380,2025-03-02,ES,mobile,45-54,0
101381,2025-06-20,UK,mobile,55+,0
101382,2025-04-14,ES,mobile,45-54,0
101383,2025-02-11,DE,desktop,35-44,1
101384,2025-01-25,UK,mobile,18-24,1
101385,2025-02-08,UK,mobile,18-24,1
101386,2025-02-04,FR,mobile,18-24,1
101387,2025-05-11,DE,mobile,35-44,0
101388,2025-04-18,ES,mobile,45-54,1
101389,2025-06-21,DE,desktop,35-44,0
101390,2025-06-28,ES,mobile,18-24,0
101391,2025-04-12,FR,mobile,35-44,0
101392,2025-04-08,DE,desktop,55+,1
101393,2025-01-12,DE,tablet,35-44,1
101394,2025-01-19,UK,mobile,45-54,0
101395,2025-04-11,FR,mobile,45-54,1
101396,2025-02-13,DE,desktop,55+,0
101397,2025-02-18,UK,tablet,45-54,1
101398,2025-01-17,DE,desktop,45-54,0
101399,2025-03-15,UK,mobile,25-34,0
101400,2025-02-26,FR,mobile,18-24,1
101401,2025-02-24,DE,desktop,35-44,0
101402,2025-02-16,UK,mobile,18-24,0
101403,2025-01-12,UK,mobile,55+,0
101404,2025-03-03,UK,desktop,25-34,0
101405,2025-03-21,ES,desktop,45-54,0
101406,2025-03-24,UK,mobile,25-34,0
101407,2025-01-08,ES,desktop,25-34,1
101408,2025-05-29,UK,mobile,55+,1
101409,2025-03-22,ES,mobile,25-34,0
101410,2025-04-28,ES,desktop,25-34,0
101411,2025-01-25,FR,mobile,18-24,0
101412,2025-03-30,FR,mobile,35-44,0
101413,2025-01-12,FR,tablet,25-34,1
101414,2025-05-23,FR,mobile,35-44,0
101415,2025-02-28,UK,mobile,35-44,1
101416,2025-06-03,UK,tablet,35-44,1
101417,2025-04-19,UK,desktop,45-54,0
101418,2025-01-26,UK,desktop,35-44,0
101419,2025-02-16,UK,desktop,25-34,0
101420,2025-02-01,FR,mobile,45-54,1
101421,2025-01-10,ES,desktop,25-34,1
101422,2025-01-16,UK,mobile,35-44,1
101423,2025-05-25,FR,desktop,25-34,1
101424,2025-05-31,UK,mobile,45-54,1
101425,2025-01-26,DE,desktop,25-34,0
101426,2025-03-27,ES,mobile,25-34,0
101427,2025-05-15,ES,mobile,35-44,1
101428,2025-01-14,ES,desktop,35-44,1
101429,2025-03-20,UK,desktop,18-24,0
101430,2025-04-27,DE,desktop,35-44,1
101431,2025-01-07,DE,mobile,35-44,1
101432,2025-05-17,UK,mobile,55+,0
101433,2025-04-25,ES,desktop,35-44,1
101434,2025-06-25,UK,desktop,25-34,0
101435,2025-03-13,DE,desktop,25-34,1
101436,2025-02-28,UK,tablet,45-54,0
101437,2025-03-23,UK,desktop,45-54,1
101438,2025-04-26,DE,mobile,25-34,0
101439,2025-06-16,FR,desktop,25-34,0
101440,2025-05-26,UK,tablet,35-44,0
101441,2025-04-13,UK,mobile,25-34,0
101442,2025-01-17,DE,desktop,25-34,1
101443,2025-01-14,UK,desktop,18-24,0
101444,2025-06-08,UK,mobile,25-34,0
101445,2025-06-01,ES,mobile,25-34,0
101446,2025-04-18,DE,mobile,35-44,1
101447,2025-02-14,UK,tablet,25-34,0
101448,2025-04-08,DE,desktop,25-34,1
101449,2025-05-11,DE,mobile,25-34,1
101450,2025-02-06,ES,tablet,25-34,0
101451,2025-06-20,FR,mobile,25-34,0
101452,2025-06-17,UK,mobile,25-34,0
101453,2025-04-18,UK,desktop,35-44,1
101454,2025-02-08,UK,desktop,18-24,0
101455,2025-01-15,FR,mobile,18-24,0
101456,2025-04-30,UK,mobile,18-24,0
101457,2025-01-04,FR,mobile,35-44,0
101458,2025-04-03,UK,mobile,45-54,1
101459,2025-06-02,UK,mobile,18-24,0
101460,2025-05-21,ES,mobile,55+,0
101461,2025-06-10,FR,mobile,18-24,1
101462,2025-01-16,UK,mobile,45-54,1
101463,2025-06-19,DE,mobile,25-34,0
101464,2025-04-18,UK,mobile,35-44,1
101465,2025-05-06,DE,desktop,35-44,0
101466,2025-02-24,DE,desktop,25-34,0
101467,2025-06-19,UK,mobile,45-54,0
101468,2025-02-03,DE,mobile,45-54,0
101469,2025-06-07,FR,mobile,25-34,1
101470,2025-01-13,FR,mobile,18-24,0
101471,2025-05-21,UK,mobile,18-24,1
101472,2025-01-18,UK,mobile,45-54,1
101473,2025-06-09,ES,mobile,35-44,1
101474,2025-04-06,UK,desktop,25-34,1
101475,2025-05-03,FR,mobile,35-44,0
101476,2025-02-08,FR,mobile,45-54,0
101477,2025-02-15,FR,desktop,35-44,1
101478,2025-01-29,UK,mobile,45-54,1
101479,2025-03-03,UK,mobile,45-54,1
101480,2025-01-16,DE,mobile,25-34,0
101481,2025-05-01,UK,mobile,25-34,0
101482,2025-01-10,UK,desktop,45-54,1
101483,2025-06-07,UK,mobile,25-34,1
101484,2025-06-02,UK,mobile,55+,0
101485,2025-04-13,ES,mobile,18-24,0
101486,2025-03-25,UK,mobile,18-24,0
101487,2025-05-13,UK,desktop,55+,1
101488,2025-03-06,UK,desktop,35-44,1
101489,2025-06-26,DE,mobile,25-34,0
101490,2025-01-03,FR,mobile,45-54,1
101491,2025-06-22,UK,mobile,35-44,1
101492,2025-05-22,DE,desktop,35-44,0
101493,2025-04-30,FR,mobile,18-24,1
101494,2025-06-07,ES,mobile,45-54,0
101495,2025-03-09,DE,mobile,45-54,0
101496,2025-05-26,UK,mobile,18-24,0
101497,2025-02-06,UK,mobile,45-54,0
101498,2025-06-02,UK,mobile,45-54,0
101499,2025-06-25,UK,mobile,35-44,0
101500,2025-03-14,ES,mobile,35-44,0
101501,2025-05-23,UK,mobile,25-34,1
101502,2025-02-18,UK,desktop,25-34,1
101503,2025-05-01,DE,mobile,35-44,0
101504,2025-03-29,FR,mobile,45-54,1
101505,2025-05-20,UK,desktop,35-44,0
101506,2025-02-06,UK,mobile,35-44,1
101507,2025-03-02,UK,desktop,18-24,1
101508,2025-06-20,DE,desktop,18-24,0
101509,2025-05-04,UK,mobile,25-34,0
101510,2025-02-08,UK,desktop,18-24,1
101511,2025-03-04,FR,mobile,35-44,0
101512,2025-02-15,UK,mobile,25-34,1
101513,2025-03-29,FR,mobile,45-54,1
101514,2025-01-11,FR,mobile,25-34,0
101515,2025-03-03,UK,desktop,35-44,1
101516,2025-03-18,ES,desktop,35-44,1
101517,2025-06-02,FR,desktop,18-24,1
101518,2025-02-21,UK,tablet,18-24,1
101519,2025-01-04,FR,desktop,25-34,1
101520,2025-02-28,DE,mobile,45-54,1
101521,2025-03-13,DE,mobile,18-24,1
101522,2025-05-28,UK,mobile,35-44,0
101523,2025-04-03,ES,mobile,55+,0
101524,2025-03-04,UK,desktop,45-54,1
101525,2025-02-23,UK,mobile,25-34,0
101526,2025-04-27,UK,mobile,55+,1
101527,2025-04-20,UK,mobile,18-24,1
101528,2025-03-15,DE,mobile,25-34,1
101529,2025-04-17,UK,mobile,45-54,0
101530,2025-02-26,UK,mobile,35-44,0
101531,2025-06-18,ES,mobile,25-34,0
101532,2025-01-03,UK,mobile,25-34,0
101533,2025-04-30,UK,desktop,25-34,1
101534,2025-01-06,UK,mobile,35-44,0
101535,2025-01-05,UK,mobile,25-34,0
101536,2025-01-05,UK,mobile,55+,1
101537,2025-02-23,DE,mobile,55+,1
101538,2025-02-16,UK,mobile,45-54,0
101539,2025-06-26,UK,mobile,25-34,1
101540,2025-01-09,DE,mobile,35-44,0
101541,2025-04-09,DE,mobile,55+,1
101542,2025-01-20,UK,mobile,45-54,0
101543,2025-05-02,FR,mobile,25-34,1
101544,2025-03-02,UK,desktop,18-24,0
101545,2025-05-03,FR,mobile,18-24,0
101546,2025-06-12,FR,tablet,35-44,1
101547,2025-06-27,UK,mobile,35-44,1
101548,2025-03-23,ES,mobile,45-54,0
101549,2025-03-03,UK,desktop,25-34,0
101550,2025-05-25,DE,desktop,18-24,0
101551,2025-01-03,UK,mobile,25-34,0
101552,2025-06-09,DE,mobile,25-34,1
101553,2025-01-13,FR,mobile,18-24,1
101554,2025-04-30,DE,mobile,35-44,0
101555,2025-05-05,UK,mobile,35-44,0
101556,2025-03-30,FR,mobile,35-44,0
101557,2025-03-14,FR,mobile,25-34,0
101558,2025-03-09,DE,mobile,25-34,0
101559,2025-05-22,FR,desktop,25-34,0
101560,2025-04-11,FR,desktop,45-54,1
101561,2025-04-08,UK,tablet,18-24,0
101562,2025-01-11,UK,mobile,45-54,1
101563,2025-04-15,FR,desktop,25-34,1
101564,2025-03-08,UK,desktop,45-54,1
101565,2025-05-03,ES,mobile,45-54,1
101566,2025-01-29,DE,mobile,25-34,0
101567,2025-05-17,ES,tablet,35-44,1
101568,2025-06-02,UK,mobile,18-24,1
101569,2025-03-17,ES,mobile,45-54,0
101570,2025-06-19,DE,mobile,25-34,0
101571,2025-01-09,DE,mobile,25-34,0
101572,2025-02-09,FR,desktop,35-44,0
101573,2025-01-25,UK,mobile,45-54,1
101574,2025-01-05,DE,mobile,25-34,0
101575,2025-05-19,FR,mobile,35-44,1
101576,2025-05-04,UK,mobile,25-34,0
101577,2025-02-07,UK,mobile,25-34,1
101578,2025-03-13,ES,mobile,35-44,0
101579,2025-05-13,ES,desktop,25-34,1
101580,2025-06-25,ES,mobile,25-34,1
101581,2025-03-31,FR,mobile,45-54,1
101582,2025-05-26,UK,desktop,18-24,1
101583,2025-02-06,UK,mobile,35-44,0
101584,2025-03-01,UK,desktop,25-34,1
101585,2025-06-25,UK,desktop,18-24,0
101586,2025-01-28,UK,desktop,18-24,0
101587,2025-03-22,UK,mobile,35-44,0
101588,2025-04-24,UK,mobile,35-44,1
101589,2025-02-09,ES,mobile,18-24,0
101590,2025-02-14,UK,mobile,18-24,0
101591,2025-03-03,ES,desktop,55+,1
101592,2025-04-03,FR,desktop,18-24,0
101593,2025-04-25,UK,desktop,45-54,0
101594,2025-03-08,UK,tablet,25-34,0
101595,2025-02-25,UK,desktop,45-54,0
101596,2025-02-09,UK,mobile,25-34,0
101597,2025-04-08,DE,mobile,45-54,0
101598,2025-02-09,UK,desktop,35-44,1
101599,2025-04-01,UK,mobile,25-34,1
101600,2025-02-02,UK,mobile,18-24,1
101601,2025-01-06,ES,mobile,35-44,0
101602,2025-05-27,DE,desktop,35-44,0
101603,2025-03-21,DE,mobile,18-24,1
101604,2025-06-17,UK,desktop,18-24,0
101605,2025-04-02,DE,desktop,45-54,1
101606,2025-04-07,DE,mobile,25-34,1
101607,2025-02-28,FR,mobile,35-44,1
101608,2025-02-28,ES,mobile,25-34,1
101609,2025-02-17,UK,desktop,45-54,0
101610,2025-06-18,ES,desktop,55+,0
101611,2025-01-13,ES,desktop,55+,0
101612,2025-04-17,UK,mobile,18-24,0
101613,2025-02-14,FR,mobile,45-54,0
101614,2025-03-30,ES,mobile,25-34,1
101615,2025-06-19,UK,desktop,35-44,1
101616,2025-04-10,FR,mobile,35-44,1
101617,2025-06-04,ES,mobile,18-24,0
101618,2025-06-15,FR,mobile,55+,0
101619,2025-01-07,UK,mobile,18-24,0
101620,2025-05-13,FR,mobile,35-44,1
101621,2025-02-14,UK,mobile,45-54,0
101622,2025-02-27,FR,mobile,45-54,0
101623,2025-01-31,UK,mobile,18-24,0
101624,2025-01-23,FR,desktop,25-34,1
101625,2025-06-19,FR,desktop,45-54,1
101626,2025-05-18,DE,mobile,25-34,0
101627,2025-06-09,FR,desktop,25-34,0
101628,2025-04-17,FR,mobile,25-34,0
101629,2025-06-07,DE,mobile,25-34,0
101630,2025-02-08,UK,desktop,45-54,0
101631,2025-06-08,FR,desktop,25-34,1
101632,2025-03-23,UK,desktop,35-44,1
101633,2025-04-10,ES,mobile,25-34,0
101634,2025-01-02,UK,mobile,25-34,0
101635,2025-03-18,UK,desktop,18-24,0
101636,2025-01-12,DE,mobile,25-34,1
101637,2025-02-08,FR,mobile,25-34,1
101638,2025-01-13,UK,desktop,35-44,0
101639,2025-02-15,FR,desktop,25-34,1
101640,2025-06-04,FR,desktop,25-34,0
101641,2025-04-23,DE,mobile,25-34,1
101642,2025-01-17,UK,desktop,25-34,1
101643,2025-04-14,FR,mobile,55+,1
101644,2025-04-08,FR,mobile,35-44,1
101645,2025-03-29,DE,desktop,18-24,0
101646,2025-04-19,FR,mobile,18-24,0
101647,2025-06-12,FR,mobile,55+,0
101648,2025-03-11,UK,desktop,25-34,1
101649,2025-06-07,UK,mobile,45-54,0
101650,2025-03-15,UK,mobile,18-24,0
101651,2025-03-04,UK,mobile,55+,0
101652,2025-06-05,UK,mobile,45-54,0
101653,2025-03-01,FR,mobile,35-44,0
101654,2025-03-20,UK,desktop,18-24,1
101655,2025-02-06,ES,desktop,25-34,1
101656,2025-01-22,UK,mobile,25-34,1
101657,2025-05-28,DE,desktop,25-34,0
101658,2025-04-06,FR,mobile,25-34,1
101659,2025-03-09,UK,mobile,18-24,1
101660,2025-01-17,UK,desktop,35-44,1
101661,2025-01-12,FR,mobile,35-44,0
101662,2025-05-30,UK,tablet,25-34,0
101663,2025-05-25,ES,mobile,18-24,0
101664,2025-05-18,FR,desktop,55+,1
101665,2025-04-28,ES,mobile,25-34,0
101666,2025-01-22,UK,mobile,45-54,0
101667,2025-04-30,DE,mobile,25-34,1
101668,2025-02-19,FR,desktop,18-24,0
101669,2025-01-14,DE,mobile,25-34,1
101670,2025-06-24,UK,tablet,25-34,1
101671,2025-01-29,DE,mobile,45-54,1
101672,2025-06-13,FR,mobile,35-44,1
101673,2025-06-29,DE,mobile,25-34,1
101674,2025-05-05,UK,mobile,55+,1
101675,2025-01-07,ES,desktop,25-34,1
101676,2025-01-29,UK,mobile,55+,0
101677,2025-05-19,DE,desktop,55+,0
101678,2025-02-02,ES,mobile,25-34,0
101679,2025-05-14,DE,mobile,25-34,0
101680,2025-04-21,FR,desktop,25-34,0
101681,2025-03-20,UK,mobile,35-44,1
101682,2025-06-09,ES,mobile,35-44,1
101683,2025-06-28,UK,tablet,55+,1
101684,2025-02-27,FR,desktop,35-44,1
101685,2025-01-26,DE,mobile,25-34,0
101686,2025-06-23,DE,mobile,18-24,0
101687,2025-01-29,UK,mobile,35-44,0
101688,2025-01-04,DE,mobile,18-24,1
101689,2025-04-09,DE,desktop,45-54,0
101690,2025-05-21,UK,desktop,25-34,0
101691,2025-02-08,ES,mobile,25-34,0
101692,2025-01-15,UK,mobile,18-24,0
101693,2025-04-29,UK,mobile,35-44,0
101694,2025-01-29,UK,mobile,18-24,0
101695,2025-06-06,UK,mobile,45-54,1
101696,2025-03-16,ES,mobile,25-34,1
101697,2025-04-26,UK,mobile,45-54,0
101698,2025-02-01,UK,mobile,35-44,0
101699,2025-05-10,UK,mobile,18-24,0
101700,2025-06-24,FR,mobile,45-54,0
101701,2025-03-25,FR,mobile,18-24,0
101702,2025-01-22,UK,mobile,25-34,0
101703,2025-01-27,UK,mobile,18-24,1
101704,2025-03-22,ES,mobile,45-54,1
101705,2025-05-06,UK,mobile,55+,0
101706,2025-04-02,FR,desktop,35-44,0
101707,2025-01-21,UK,desktop,35-44,0
101708,2025-02-16,DE,desktop,45-54,1
101709,2025-04-11,UK,mobile,18-24,1
101710,2025-03-25,FR,desktop,55+,1
101711,2025-01-06,UK,desktop,25-34,0
101712,2025-05-27,ES,mobile,55+,0
101713,2025-05-11,UK,mobile,35-44,0
101714,2025-01-01,DE,desktop,45-54,0
101715,2025-02-27,UK,mobile,35-44,0
101716,2025-05-04,UK,mobile,25-34,1
101717,2025-06-15,DE,desktop,35-44,0
101718,2025-01-15,UK,desktop,18-24,0
101719,2025-06-11,ES,mobile,35-44,0
101720,2025-06-12,ES,mobile,35-44,0
101721,2025-03-05,ES,mobile,45-54,1
101722,2025-01-25,UK,desktop,35-44,0
101723,2025-01-24,DE,mobile,18-24,0
101724,2025-01-12,UK,mobile,25-34,1
101725,2025-01-18,ES,desktop,35-44,0
101726,2025-01-15,FR,mobile,25-34,0
101727,2025-01-27,DE,desktop,25-34,1
101728,2025-03-13,FR,mobile,45-54,1
101729,2025-03-01,FR,mobile,35-44,1
101730,2025-06-23,UK,desktop,35-44,1
101731,2025-05-25,DE,mobile,25-34,0
101732,2025-04-03,UK,mobile,35-44,1
101733,2025-02-22,FR,mobile,25-34,1
101734,2025-01-08,DE,desktop,35-44,0
101735,2025-03-20,FR,tablet,18-24,0
101736,2025-01-27,UK,tablet,45-54,0
101737,2025-06-23,FR,mobile,25-34,0
101738,2025-02-19,UK,mobile,25-34,0
101739,2025-05-11,FR,mobile,35-44,0
101740,2025-04-03,UK,desktop,35-44,0
101741,2025-06-21,UK,mobile,18-24,0
101742,2025-01-24,UK,tablet,45-54,0
101743,2025-03-01,DE,mobile,25-34,1
101744,2025-05-02,UK,tablet,55+,1
101745,2025-05-11,UK,desktop,45-54,1
101746,2025-05-28,ES,desktop,25-34,0
101747,2025-02-15,UK,mobile,45-54,0
101748,2025-01-15,FR,mobile,25-34,0
101749,2025-06-02,DE,mobile,18-24,1
101750,2025-01-17,ES,mobile,55+,0
101751,2025-05-06,DE,mobile,35-44,0
101752,2025-03-25,DE,mobile,25-34,0
101753,2025-01-09,DE,mobile,25-34,1
101754,2025-06-15,UK,desktop,25-34,1
101755,2025-06-25,DE,desktop,55+,0
101756,2025-03-04,UK,mobile,18-24,1
101757,2025-04-27,ES,tablet,25-34,1
101758,2025-05-10,UK,mobile,25-34,1
101759,2025-03-29,FR,mobile,25-34,1
101760,2025-03-13,UK,mobile,25-34,0
101761,2025-05-19,DE,desktop,18-24,0
101762,2025-03-05,UK,mobile,18-24,0
101763,2025-03-13,ES,mobile,25-34,1
101764,2025-01-21,DE,desktop,55+,0
101765,2025-01-18,UK,mobile,18-24,1
101766,2025-03-05,DE,desktop,45-54,0
101767,2025-03-23,DE,tablet,45-54,0
101768,2025-04-20,FR,tablet,45-54,0
101769,2025-04-05,UK,mobile,45-54,0
101770,2025-06-15,UK,mobile,25-34,1
101771,2025-02-01,UK,mobile,25-34,1
101772,2025-01-11,UK,mobile,25-34,1
101773,2025-02-14,ES,mobile,25-34,1
101774,2025-02-02,UK,mobile,35-44,0
101775,2025-04-12,DE,tablet,35-44,0
101776,2025-06-18,UK,desktop,45-54,1
101777,2025-05-16,FR,mobile,18-24,0
101778,2025-01-11,DE,mobile,55+,0
101779,2025-06-28,ES,mobile,25-34,1
101780,2025-03-29,UK,mobile,25-34,0
101781,2025-02-10,FR,desktop,25-34,1
101782,2025-05-25,UK,desktop,45-54,0
101783,2025-03-17,UK,desktop,25-34,1
101784,2025-05-01,UK,desktop,55+,0
101785,2025-02-15,FR,mobile,55+,0
101786,2025-06-09,UK,desktop,45-54,1
101787,2025-03-21,DE,mobile,18-24,1
101788,2025-02-23,UK,mobile,45-54,1
101789,2025-03-27,FR,mobile,45-54,1
101790,2025-04-02,UK,mobile,18-24,1
101791,2025-05-28,DE,mobile,18-24,1
101792,2025-06-10,ES,mobile,18-24,0
101793,2025-06-17,FR,tablet,18-24,0
101794,2025-06-09,DE,mobile,35-44,0
101795,2025-04-07,UK,mobile,55+,0
101796,2025-01-02,FR,mobile,25-34,1
101797,2025-02-02,UK,desktop,35-44,1
101798,2025-06-07,UK,mobile,55+,0
101799,2025-06-10,DE,tablet,25-34,1
101800,2025-03-18,ES,desktop,45-54,0
101801,2025-04-26,UK,mobile,35-44,0
101802,2025-06-03,FR,desktop,35-44,0
101803,2025-05-30,FR,mobile,25-34,0
101804,2025-04-13,UK,mobile,35-44,1
101805,2025-06-15,UK,desktop,18-24,1
101806,2025-04-13,UK,mobile,45-54,1
101807,2025-03-31,UK,mobile,25-34,1
101808,2025-06-23,UK,mobile,45-54,0
101809,2025-05-02,UK,mobile,25-34,1
101810,2025-05-23,UK,tablet,18-24,1
101811,2025-04-16,DE,mobile,35-44,1
101812,2025-04-29,FR,desktop,18-24,1
101813,2025-06-21,ES,mobile,45-54,0
101814,2025-02-18,UK,desktop,55+,0
101815,2025-04-14,DE,mobile,45-54,0
101816,2025-03-02,ES,mobile,18-24,1
101817,2025-05-03,DE,desktop,35-44,1
101818,2025-05-14,UK,mobile,35-44,1
101819,2025-01-09,DE,mobile,45-54,1
101820,2025-01-06,UK,mobile,18-24,0
101821,2025-03-14,UK,desktop,25-34,0
101822,2025-04-13,FR,mobile,35-44,0
101823,2025-06-09,FR,tablet,18-24,1
101824,2025-02-10,UK,mobile,25-34,1
101825,2025-04-24,ES,mobile,25-34,0
101826,2025-01-08,DE,desktop,45-54,1
101827,2025-03-13,FR,desktop,55+,0
101828,2025-06-27,ES,desktop,35-44,1
