event_date,variant_id,gender,age,impressions,users,clicks,conversions,purchases,revenue
2011-05-16,test,F,20s,69,1,38,17,222,586.74
2011-10-20,test,M,20s,52,3,28,12,134,254.70000000000002
2011-11-08,control,M,30s,87,1,39,19,233,390.85
2011-05-09,control,F,50s,27,1,8,6,70,92.72
2011-06-23,test,M,20s,73,1,33,16,133,460.75
2010-12-15,control,M,50s,33,1,14,8,168,219.6
2011-11-06,control,F,50s,116,2,57,30,509,1030.1000000000001
2011-08-04,control,M,20s,70,1,35,19,149,168.31000000000003
2011-08-04,control,M,30s,26,1,12,6,112,492.0
2011-02-27,control,F,50s,136,2,68,34,304,593.2
2011-09-30,test,M,30s,11,1,5,4,28,88.80000000000001
2011-07-14,control,M,40s,100,1,52,26,465,449.20000000000005
2011-08-19,control,F,30s,40,1,21,9,48,111.2
2011-10-04,control,M,40s,76,2,29,22,338,1285.8200000000002
2011-07-08,test,F,20s,34,1,17,10,80,225.72
2011-05-29,control,F,50s,162,1,89,43,184,247.14
2011-10-26,test,M,20s,65,2,37,20,166,362.4200000000001
2011-10-26,test,F,20s,57,2,29,15,177,567.27
2011-03-22,test,F,40s,38,1,21,12,170,235.71
2011-01-07,test,F,50s,27,1,13,8,94,165.88
2011-03-31,control,F,30s,29,1,9,5,24,102.4
2011-01-04,control,M,20s,10,1,4,3,34,109.3
2010-12-14,control,M,50s,11,1,6,3,40,101.99999999999999
2011-05-04,test,M,40s,92,1,45,24,128,411.54
2011-08-10,test,F,40s,83,1,40,17,191,302.25
2011-12-06,control,F,50s,31,1,19,9,552,839.08
2011-01-06,control,M,50s,83,1,34,21,366,417.3
2011-10-30,control,M,30s,23,1,12,6,223,425.28999999999996
2011-05-05,test,M,20s,23,2,9,5,1620,954.48
2011-07-13,control,F,40s,14,1,8,4,58,110.13999999999999
2011-05-15,control,M,40s,13,1,6,3,162,205.74
2011-10-02,test,M,40s,14,1,7,3,302,189.9
2011-09-01,test,F,20s,3,1,2,1,96,480.0
2011-01-28,test,F,20s,12,1,3,3,24,166.8
2011-08-10,control,M,50s,4,1,3,1,36,45.0
2010-12-01,test,M,30s,4,1,2,1,8,79.6
2011-04-27,test,F,20s,3,1,1,1,150,1642.5
2011-07-19,control,M,30s,8,1,5,2,48,64.8
2011-03-13,test,F,20s,244,1,124,63,124,220.47
2011-08-10,control,M,40s,349,1,182,88,1077,1127.3800000000006
2011-01-30,control,F,50s,404,1,184,98,386,778.2600000000001
2011-07-11,test,F,50s,379,2,201,96,962,1506.05
2011-09-11,control,F,50s,862,1,404,217,723,818.9300000000012
2011-03-27,control,F,30s,14,1,5,4,57,121.95
2011-09-20,test,F,30s,503,2,231,121,568,1162.37
2011-03-11,control,F,50s,135,1,60,31,514,1794.1000000000001
2011-10-06,control,M,40s,540,3,261,133,486,788.6100000000002
2011-10-25,control,F,40s,409,3,187,98,768,1405.22
2011-03-03,control,M,30s,221,2,95,50,399,710.78
2010-12-08,control,F,40s,286,2,140,68,1752,2960.939999999998
2011-04-06,control,F,40s,136,2,62,33,279,507.11999999999995
2011-11-15,test,M,30s,285,2,131,65,803,1144.7500000000007
2011-02-17,test,F,30s,510,2,245,116,1004,1202.710000000001
2011-10-26,control,F,30s,119,1,46,29,272,390.74
2011-10-21,test,M,40s,16,1,6,5,96,427.7
2011-10-03,test,M,30s,84,2,34,20,100,3580.27
2011-05-10,test,F,30s,234,2,121,60,148,224.71
2011-04-17,test,M,30s,92,1,43,18,79,218.55000000000004
2011-09-08,control,F,50s,245,1,121,63,459,405.4600000000001
2011-03-22,test,M,40s,172,1,81,41,664,657.6799999999998
2011-08-08,test,F,50s,421,2,208,103,707,1329.1299999999997
2011-06-17,control,M,40s,137,1,68,36,170,233.52999999999997
2011-06-13,test,F,30s,323,1,151,80,130,259.07999999999987
2010-12-14,control,M,40s,201,1,97,48,971,925.9200000000002
2011-10-03,test,F,50s,133,1,72,38,618,1315.38
2011-12-02,control,M,40s,594,2,274,146,422,637.9599999999999
2011-05-24,control,M,50s,176,2,91,46,621,896.0899999999998
2010-12-01,control,F,50s,185,3,92,48,369,970.2500000000002
2011-09-13,test,M,40s,123,2,62,34,368,609.02
2011-02-03,control,F,30s,189,1,87,41,643,1177.8400000000001
2010-12-13,test,M,30s,235,1,100,57,843,1121.9200000000005
2011-10-10,test,M,40s,220,2,112,55,206,436.9299999999999
2011-11-30,test,M,30s,637,3,293,168,920,1826.2600000000018
2011-11-11,control,F,40s,362,2,163,95,758,1156.4
2011-04-21,test,F,50s,58,1,31,15,538,1007.9
2011-04-27,control,M,50s,325,3,150,80,1106,1891.8399999999992
2011-11-06,control,M,20s,568,2,263,141,1190,2006.9300000000003
2011-10-26,control,M,50s,611,4,301,150,909,2012.7100000000003
2011-08-23,test,F,30s,329,1,151,85,224,552.6
2011-02-24,control,F,40s,269,1,121,67,339,504.56
2011-09-27,control,M,40s,93,1,38,22,97,226.50000000000003
2011-09-20,control,F,50s,135,1,57,32,254,630.2599999999998
2011-04-06,test,M,40s,211,3,99,48,619,1339.4499999999998
2011-12-04,control,F,50s,505,1,243,117,534,382.95999999999975
2011-09-16,test,M,40s,320,1,141,79,487,1233.0100000000002
2011-07-26,test,F,20s,159,2,77,42,1539,2121.2000000000003
2011-10-19,test,M,20s,457,4,218,117,907,2092.7200000000007
2011-11-03,test,F,40s,264,4,121,65,569,1547.1799999999998
2011-03-24,control,F,40s,123,1,66,36,356,837.5900000000001
2011-11-11,test,F,30s,403,2,178,110,289,488.55000000000007
2011-01-16,test,F,20s,29,1,16,9,60,203.29999999999998
2011-11-20,test,M,40s,211,1,99,56,272,316.42999999999995
2011-05-05,test,F,30s,118,2,54,27,342,520.0
2011-06-21,control,M,30s,118,1,58,30,104,195.9
2011-05-08,control,F,40s,62,2,29,13,139,294.98
2011-01-05,control,F,50s,804,3,384,198,1685,1724.9500000000016
2011-06-12,control,F,50s,66,1,32,16,96,302.24
2011-12-06,control,F,40s,259,2,127,64,195,394.1699999999998
2011-01-07,test,F,40s,69,2,35,17,291,760.3900000000002
2011-04-07,control,M,50s,181,2,90,45,190,363.39
2011-02-11,control,F,40s,37,1,14,10,88,136.3
2011-05-22,test,M,50s,122,1,59,30,215,508.11
2011-03-14,test,M,20s,118,1,56,28,172,377.88
2011-09-07,control,F,50s,80,1,35,17,342,588.3000000000002
2011-11-17,test,F,40s,189,1,89,46,107,159.64999999999995
2011-01-31,test,M,40s,60,1,27,16,260,315.57
2011-11-14,control,F,40s,224,2,109,59,262,372.53999999999996
2011-09-22,control,F,50s,215,1,98,54,642,869.5499999999997
2011-02-08,control,F,40s,83,2,43,25,211,609.5500000000001
2011-10-19,test,M,30s,102,1,48,25,407,581.41
2011-06-08,test,M,30s,217,1,110,56,205,336.84000000000003
2011-04-10,control,M,40s,100,1,53,26,29,157.59999999999997
2011-07-13,control,M,50s,109,1,53,28,305,366.5199999999999
2011-09-20,control,M,20s,99,2,45,27,207,504.72999999999996
2011-02-28,test,M,50s,55,1,27,15,346,549.26
2011-06-30,control,F,50s,59,1,28,16,38,264.80000000000007
2011-01-16,test,F,30s,137,1,68,37,109,281.64000000000004
2011-02-25,test,F,40s,73,1,38,19,116,361.40000000000003
2011-03-09,control,F,40s,100,1,45,27,87,188.25
2011-05-04,test,M,50s,43,1,19,11,40,114.04
2011-09-26,control,F,40s,66,1,32,16,166,223.92000000000002
2011-11-01,test,F,40s,110,2,51,27,331,750.0800000000002
2011-11-06,control,F,40s,397,1,193,97,166,367.92999999999984
2011-07-15,control,F,40s,64,1,31,17,27,113.06000000000002
2011-08-14,test,M,40s,56,1,26,13,166,188.40000000000003
2011-08-12,control,F,40s,83,1,42,24,55,153.85000000000002
2011-09-29,control,F,40s,60,1,32,14,204,303.68
2011-01-10,test,F,20s,23,1,10,5,243,344.93999999999994
2011-05-25,test,M,50s,61,1,30,18,142,314.70000000000005
2011-11-30,test,M,20s,132,1,66,33,71,171.63
2011-01-13,control,M,50s,56,2,26,15,228,393.5
2011-03-10,test,M,50s,92,1,37,19,120,312.8
2011-08-09,test,M,50s,172,2,74,41,302,621.7
2011-04-11,control,M,50s,50,1,20,15,156,269.95
2011-01-27,control,F,20s,61,1,34,17,26,116.4
2011-04-05,control,F,40s,93,1,46,20,489,304.13
2011-03-03,test,M,40s,114,2,56,29,387,831.6299999999999
2011-07-01,control,F,30s,88,1,42,22,239,306.75
2011-10-10,control,F,40s,28,1,13,7,148,120.3
2011-07-13,control,F,50s,72,1,40,18,240,416.90000000000003
2011-03-03,control,M,20s,61,1,26,17,149,303.03
2011-12-08,test,M,40s,125,2,63,30,246,612.6899999999999
2011-12-07,test,F,20s,85,1,31,19,65,114.14
2011-12-07,test,F,30s,78,1,44,19,205,340.39000000000004
2011-06-08,test,M,20s,137,1,63,36,681,891.4200000000002
2010-12-14,test,M,50s,32,1,12,6,38,134.64999999999998
2011-01-18,control,M,40s,78,1,38,21,66,143.82
2011-03-14,control,F,20s,11,1,4,2,80,140.0
2011-05-19,test,F,50s,111,1,47,27,425,384.58000000000004
2011-08-16,control,M,30s,33,1,15,8,77,194.55
2011-08-01,test,F,40s,54,1,23,13,172,800.7600000000001
2011-01-24,test,F,30s,63,1,31,18,151,309.42999999999995
2011-02-02,control,F,30s,39,1,20,9,44,141.3
2011-05-01,control,F,20s,52,1,24,14,522,810.5600000000001
2011-06-26,test,M,50s,110,1,54,27,408,667.0299999999999
2011-04-21,test,M,40s,52,1,25,13,162,232.68
2011-11-16,test,F,50s,56,1,29,11,221,450.95000000000005
2011-06-21,control,M,20s,128,1,60,29,1226,1966.66
2011-07-14,control,M,50s,45,1,23,11,88,170.45
2011-09-06,test,M,20s,116,1,53,30,326,556.2599999999999
2010-12-15,control,M,40s,52,1,23,12,194,346.8
2011-02-14,control,M,50s,22,1,9,6,28,114.99999999999999
2010-12-07,control,M,40s,6,1,5,3,32,172.0
2011-11-30,test,F,40s,5,1,2,1,24,30.0
2011-03-23,control,M,30s,21,1,8,5,150,170.94
2011-10-12,control,M,50s,4,1,1,1,18,6.48
2011-09-27,test,M,50s,18,1,8,3,56,142.38
2011-10-04,control,M,50s,29,1,11,8,1286,1110.36
2011-06-29,control,F,20s,60,1,28,15,147,282.23
2011-02-02,control,M,40s,35,1,12,7,145,153.76
2011-05-04,test,F,50s,34,2,20,12,143,386.85
2011-02-17,test,F,20s,22,1,8,5,303,373.98
2011-01-19,control,F,50s,12,1,6,3,37,63.0
2011-03-23,control,M,20s,15,1,5,3,300,495.0
2011-01-06,control,M,40s,4,1,2,1,72,76.32000000000001
2011-02-16,control,F,20s,4,1,3,1,600,390.0
2011-10-17,control,M,40s,15,1,7,2,246,482.4
2010-12-13,control,F,30s,9,1,3,2,490,218.1
2010-12-10,control,M,40s,4,1,3,1,30,202.5
2010-12-13,control,F,20s,6,1,2,2,46,110.7
2011-01-04,test,M,50s,4,1,2,1,24,90.0
2011-08-31,control,M,40s,2,1,1,1,216,386.64
2011-06-03,control,M,20s,115,1,45,29,169,228.6299999999999
2011-07-05,control,M,50s,116,3,53,26,313,485.06
2011-05-29,test,F,30s,179,1,91,46,48,210.64999999999995
2011-06-17,control,F,20s,310,1,149,81,836,2060.0300000000007
2011-03-28,control,F,40s,79,1,46,22,1310,2188.5
2011-04-26,control,M,40s,109,2,58,29,286,875.5399999999998
2011-12-06,control,M,30s,256,1,125,61,789,897.3499999999999
2011-03-10,test,F,30s,336,3,159,79,266,543.14
2011-02-01,control,M,20s,447,2,221,109,836,1153.43
2011-11-01,test,M,40s,790,2,364,190,566,1128.5200000000007
2011-11-23,test,F,30s,696,2,333,174,643,1623.41
2011-11-20,control,M,20s,88,1,38,20,182,285.56
2011-05-17,test,M,30s,351,2,158,89,851,1634.4299999999994
2011-04-13,control,F,50s,153,2,85,39,220,343.15000000000003
2011-11-14,control,M,30s,243,2,112,64,992,1222.12
2011-01-26,control,M,50s,130,2,59,29,341,504.16999999999996
2011-11-13,test,F,20s,60,2,28,17,481,673.73
2011-08-08,test,M,30s,763,4,360,196,2424,4001.2499999999995
2011-06-12,test,F,40s,118,1,63,30,58,110.12
2011-03-28,test,F,30s,294,2,138,74,258,452.73999999999995
2011-07-10,test,M,30s,199,1,89,49,61,115.72000000000003
2010-12-07,test,F,20s,139,2,49,30,80,205.82
2011-08-23,control,F,20s,283,3,138,71,1032,1818.4499999999994
2011-05-18,control,F,30s,328,2,152,80,171,566.26
2011-08-11,test,F,50s,207,3,100,49,620,991.3800000000001
2011-03-16,test,M,40s,425,1,195,102,309,581.8900000000002
2011-07-10,test,M,20s,90,1,43,24,69,111.22999999999999
2011-06-27,control,M,40s,83,1,40,21,72,154.15
2011-01-24,control,F,40s,239,2,111,57,1041,1999.2200000000003
2011-09-27,test,F,50s,55,1,26,16,128,304.30000000000007
2011-05-27,test,M,50s,94,1,48,22,62,128.33
2011-09-28,test,F,40s,234,2,104,52,714,798.2600000000002
2010-12-01,control,M,20s,442,2,213,116,418,964.39
2011-01-05,test,F,40s,83,2,44,19,345,439.87
2011-12-06,test,M,40s,115,1,49,26,758,706.64
2011-10-21,control,M,30s,144,1,66,33,319,657.23
2011-05-17,test,M,20s,24,1,12,6,41,159.49
2011-10-21,control,M,20s,62,1,35,16,115,97.25
2011-12-01,control,F,20s,82,2,36,21,262,714.0600000000002
2011-11-10,test,F,40s,135,3,64,34,546,1397.82
2011-08-31,test,F,30s,340,1,165,90,1151,4257.0599999999995
2011-09-25,control,M,30s,297,2,135,72,591,592.7599999999996
2011-03-14,test,F,30s,442,4,192,110,596,1341.280000000001
2010-12-02,control,M,50s,106,4,53,26,1669,1912.6000000000006
2011-02-07,test,M,40s,78,2,28,17,77,246.35000000000002
2011-02-13,test,F,30s,92,1,41,22,55,104.33000000000001
2011-12-08,control,F,50s,402,3,188,96,464,899.3299999999998
2011-11-23,test,F,20s,137,2,67,37,543,389.40999999999997
2011-06-23,test,F,50s,133,2,68,34,285,585.34
2010-12-08,test,M,50s,125,3,71,36,214,634.1
2011-02-20,test,F,40s,116,1,54,25,146,209.05
2011-09-21,control,F,40s,31,1,10,6,1100,1862.0
2011-07-24,test,F,30s,387,4,190,98,5633,8833.080000000004
2011-06-07,test,M,40s,176,1,87,47,320,387.4200000000001
2011-10-09,test,M,30s,222,1,105,56,75,168.12000000000012
2011-08-07,control,M,20s,23,1,12,6,60,107.4
2011-09-30,test,F,30s,82,1,40,19,268,317.9
2011-10-05,test,F,30s,439,2,216,113,15049,18432.15000000001
2011-07-21,control,M,20s,130,1,54,34,260,460.6999999999999
2011-11-24,control,M,30s,11,1,4,2,384,279.35999999999996
2010-12-07,test,F,30s,300,2,153,82,163,474.6999999999998
2011-05-23,control,F,20s,40,1,18,11,92,379.4
2011-01-12,control,M,20s,514,2,235,123,348,563.3099999999998
2011-09-07,test,M,50s,76,2,37,20,620,1090.6000000000004
2011-04-18,test,F,50s,71,3,30,19,322,656.2200000000003
2011-05-11,control,M,50s,336,1,153,75,859,1637.43
2011-03-10,control,F,40s,23,1,11,7,106,101.33999999999999
2011-12-07,control,M,40s,214,4,106,56,1206,1110.2199999999998
2011-10-05,test,F,20s,68,1,33,16,22,59.519999999999996
2011-03-24,test,M,30s,281,4,146,68,729,1332.170000000001
2011-09-09,test,M,20s,131,1,61,35,136,322.37
2011-02-04,control,F,20s,112,1,47,23,47,123.78
2011-05-09,control,M,20s,212,3,101,55,477,1266.7499999999998
2011-11-13,test,F,30s,427,2,198,109,334,696.0600000000002
2011-03-30,control,F,50s,275,4,123,64,840,1131.2700000000004
2011-11-02,test,M,20s,162,2,76,42,149,494.38999999999993
2011-11-16,test,M,50s,381,1,182,92,930,1995.5600000000004
2011-05-03,control,M,50s,206,1,95,50,125,209.98999999999998
2011-05-26,control,M,20s,68,1,29,15,186,215.52000000000004
2011-04-17,control,M,50s,132,1,58,29,123,175.27
2011-05-09,test,F,50s,217,3,97,59,675,919.4999999999999
2011-12-05,test,M,20s,167,2,68,40,670,1156.4399999999998
2010-12-08,test,F,40s,82,2,35,22,253,580.3500000000001
2011-08-23,control,F,30s,189,1,87,49,217,263.12999999999994
2011-10-24,test,M,50s,315,1,140,73,125,244.4500000000001
2011-06-16,control,F,30s,103,1,43,26,284,395.30000000000007
2011-03-17,test,F,30s,38,1,21,11,252,326.04
2011-08-14,test,F,30s,242,1,106,62,134,278.4599999999999
2011-02-09,test,M,20s,107,1,50,25,172,371.59999999999997
2011-01-07,test,M,50s,180,1,87,39,367,688.4499999999998
2011-08-17,control,M,50s,91,1,48,29,400,580.0799999999999
2011-09-30,control,M,30s,211,1,93,52,181,253.7800000000001
2010-12-07,control,F,40s,38,1,19,11,112,178.40000000000003
2011-11-23,control,M,50s,265,3,126,64,715,1248.9600000000005
2011-02-23,test,M,20s,100,1,49,24,202,411.01999999999987
2011-04-14,control,M,20s,106,2,52,25,910,964.67
2011-10-14,test,M,40s,246,2,120,63,596,1131.2799999999997
2011-10-21,test,F,30s,47,1,26,12,94,224.28
2011-05-26,control,M,30s,28,1,16,6,528,426.9599999999999
2011-12-05,test,M,30s,155,3,79,40,681,632.31
2011-06-20,control,M,50s,92,1,41,20,211,484.0599999999999
2011-11-20,test,F,40s,422,3,204,102,715,1427.8200000000004
2011-10-23,test,M,50s,35,1,11,8,55,161.81
2011-04-21,control,M,50s,114,4,54,28,1984,1099.79
2011-03-01,control,F,50s,136,1,72,38,107,297.15999999999997
2011-10-02,test,F,50s,297,1,149,75,646,743.7899999999997
2011-01-09,test,M,20s,103,1,47,26,429,557.07
2011-04-04,control,M,50s,136,1,63,36,169,583.87
2011-09-02,test,F,50s,142,2,63,36,111,284.92
2011-05-23,test,M,40s,170,1,88,45,434,1083.58
2011-03-11,test,F,40s,27,1,10,7,54,182.7
2011-07-20,control,M,20s,113,2,49,32,1169,1446.8899999999996
2011-05-19,control,M,50s,65,2,30,20,232,503.6000000000001
2011-11-25,test,F,50s,34,1,18,9,41,138.55
2011-01-20,control,F,50s,141,1,67,36,146,222.23999999999998
2011-06-06,control,M,20s,87,1,48,22,357,507.7
2011-03-29,test,M,30s,112,1,54,32,108,411.3300000000001
2011-02-15,control,M,20s,95,1,46,27,430,784.74
2011-10-21,test,F,20s,44,1,19,11,201,1096.65
2011-11-24,control,M,20s,313,6,148,79,1664,2920.1200000000013
2011-09-21,test,M,30s,48,1,21,11,198,324.74
2011-09-01,control,M,20s,34,1,12,6,846,576.74
2011-03-29,test,F,30s,50,1,26,13,368,304.40000000000003
2011-05-25,test,F,20s,34,1,21,9,85,230.55
2011-06-22,test,M,40s,156,3,73,40,2712,2208.53
2011-12-04,test,M,40s,56,1,24,15,72,262.68
2010-12-01,control,M,30s,85,1,43,23,416,950.09
2011-06-16,control,F,20s,380,3,179,97,288,658.7899999999996
2011-06-13,control,M,20s,29,2,13,6,115,152.51999999999998
2011-02-04,test,M,50s,38,1,19,8,756,1376.52
2011-11-14,control,M,20s,26,2,16,7,534,997.9800000000001
2011-10-24,control,M,40s,39,1,18,12,205,255.9
2011-07-21,control,M,30s,52,1,24,13,206,189.26000000000002
2011-10-10,control,M,40s,24,1,15,7,94,225.18
2011-08-26,test,M,40s,99,1,41,23,267,346.01
2011-05-24,test,F,40s,185,2,94,47,438,668.9300000000001
2010-12-20,test,F,30s,5,1,3,2,126,311.7
2011-06-20,test,M,50s,72,2,34,20,205,548.94
2011-02-18,control,M,40s,239,1,128,58,493,623.7800000000001
2011-09-30,control,M,20s,97,3,45,26,757,484.66999999999996
2011-11-13,control,F,50s,40,1,18,9,138,308.1
2011-04-13,test,M,40s,46,1,18,9,315,490.05000000000007
2011-12-02,test,M,50s,296,1,137,76,230,309.5800000000001
2011-11-02,control,M,20s,172,2,81,41,1475,4147.27
2011-05-12,control,F,20s,41,2,22,11,481,539.14
2011-03-29,control,F,20s,84,1,36,20,38,108.20000000000002
2011-04-14,control,M,30s,61,1,31,14,100,205.8
2011-03-17,control,F,50s,49,1,26,14,90,136.57
2010-12-02,control,F,40s,28,1,12,5,97,138.1
2011-02-23,test,M,30s,77,1,32,16,169,317.73
2011-08-21,test,F,20s,27,1,10,7,284,393.14
2011-05-18,control,F,20s,55,3,31,15,288,496.30000000000007
2011-05-31,control,F,50s,92,1,38,21,166,324.9200000000001
2011-09-16,control,F,50s,47,1,17,13,185,533.6
2011-08-07,control,M,30s,21,1,11,6,186,316.38
2011-12-06,control,M,20s,132,1,56,31,180,429.36
2011-06-10,test,F,40s,149,2,73,38,158,550.0499999999998
2011-03-01,test,M,50s,45,1,22,10,135,242.03
2011-06-13,test,M,30s,57,1,30,14,191,417.80000000000007
2011-04-05,control,M,40s,20,2,8,5,34,540.4000000000001
2011-08-19,test,F,30s,103,1,52,27,81,149.06
2011-12-01,control,F,30s,74,2,41,19,196,402.29
2011-04-19,test,M,30s,50,1,29,13,270,354.78000000000003
2011-04-20,control,F,50s,69,1,37,21,208,370.67999999999995
2011-04-18,control,F,50s,92,1,41,21,1001,874.24
2011-02-06,control,F,50s,98,2,52,25,143,268.55
2011-03-08,control,F,30s,26,2,15,10,66,250.0
2011-09-22,test,F,40s,28,1,13,8,44,126.66
2011-06-13,test,M,20s,39,1,15,9,28,147.0
2011-09-29,test,F,40s,103,2,48,29,587,1393.99
2011-07-03,control,F,20s,49,1,20,10,178,145.79999999999998
2011-11-01,control,F,30s,20,1,7,5,23,85.44999999999999
2011-03-01,test,F,40s,43,1,22,9,108,155.0
2011-04-19,control,F,40s,27,1,12,7,68,109.04
2011-01-14,test,F,20s,14,1,7,3,44,302.76
2011-02-15,control,M,30s,9,1,4,3,31,211.0
2011-04-03,test,M,30s,42,1,21,10,19,146.99
2011-05-18,control,M,40s,5,1,4,3,162,205.74
2011-09-09,control,M,50s,7,1,6,3,96,85.92
2011-07-20,control,M,30s,14,1,8,5,248,464.71999999999997
2011-04-19,test,M,20s,4,1,3,1,12,35.400000000000006
2011-03-08,control,F,20s,6,1,3,2,864,181.44
2011-08-04,test,F,20s,23,1,8,6,216,754.8000000000001
2011-09-01,control,M,30s,17,1,6,3,14,75.3
2011-03-10,test,F,20s,21,1,8,5,50,337.5
2011-09-30,test,F,20s,12,1,4,3,2584,4488.0
2011-08-31,test,F,20s,9,1,2,1,1000,340.0
2011-03-29,test,F,20s,14,1,8,4,48,65.16000000000001
2011-02-28,control,M,50s,14,1,3,3,84,50.76
2011-06-24,test,M,40s,4,1,2,1,3,119.85
2011-07-27,control,M,40s,5,1,1,1,20,99.0
2011-08-21,test,F,30s,2,1,1,1,25,52.0
2010-12-08,control,M,20s,1021,4,472,251,747,1603.8500000000022
2011-03-07,test,M,40s,691,1,322,166,410,1281.37
2011-06-19,control,F,30s,156,3,71,39,552,653.07
2011-08-14,control,M,20s,72,1,32,21,176,330.28000000000003
2011-07-28,test,M,30s,180,1,82,47,443,400.37
2011-11-09,control,F,40s,216,3,107,57,561,1249.2300000000002
2011-09-29,control,M,30s,217,2,111,58,633,1054.07
2011-12-05,control,M,50s,385,6,180,95,1144,2273.9300000000003
2011-10-20,control,F,30s,258,1,120,69,1047,2000.3300000000004
2010-12-19,control,M,50s,346,2,172,89,808,1312.92
2011-09-16,control,M,20s,519,3,247,127,504,1060.54
2010-12-06,control,F,50s,223,1,102,59,210,382.69000000000005
2011-02-17,test,M,50s,176,2,72,44,406,723.53
2011-07-20,test,F,50s,72,1,39,16,139,312.8999999999999
2011-10-19,control,M,40s,268,2,126,66,364,772.23
2011-11-02,test,F,20s,199,2,89,51,685,1035.2699999999998
2011-02-01,test,M,50s,88,1,39,23,197,485.73
2011-06-30,control,M,50s,86,1,38,25,496,300.04
2011-08-17,test,M,30s,105,1,51,29,49,85.13000000000002
2011-09-29,control,M,20s,123,3,55,30,1229,1431.81
2011-07-12,control,M,50s,176,2,84,43,427,793.03
2011-11-21,control,M,50s,448,2,224,114,556,820.6300000000001
2011-05-26,control,F,20s,148,2,75,36,86,210.87999999999994
2011-10-04,control,F,20s,146,1,76,34,99,138.03000000000006
2011-10-11,test,M,50s,304,3,152,79,5963,10951.280000000002
2011-02-16,test,F,50s,136,2,66,33,179,600.33
2011-10-18,control,M,40s,182,1,88,43,165,317.0
2011-08-17,test,M,20s,249,2,114,62,429,995.6099999999994
2011-03-31,test,F,30s,161,1,79,37,115,212.99999999999997
2011-11-07,control,F,40s,99,1,49,23,365,754.5000000000001
2011-11-02,test,F,30s,558,3,260,143,486,956.1800000000007
2011-11-17,control,F,50s,466,1,234,122,272,336.54000000000013
2011-03-08,test,F,40s,228,2,107,55,742,1071.2199999999998
2011-10-23,test,F,30s,427,1,202,105,321,511.0499999999997
2011-07-25,test,F,40s,100,1,47,26,267,520.23
2011-03-23,control,F,20s,303,2,134,79,429,1037.9099999999999
2011-10-31,test,F,50s,61,1,25,15,161,197.70999999999998
2011-06-26,control,M,20s,140,1,73,40,69,187.07000000000008
2011-12-07,test,M,20s,195,1,94,50,136,194.94999999999996
2011-11-29,control,M,20s,342,4,159,80,2080,3564.0700000000006
2011-08-28,control,F,50s,144,1,72,37,188,352.23
2011-11-27,control,F,50s,95,2,39,24,274,636.1199999999999
2011-05-10,control,M,50s,192,1,88,45,105,250.21999999999994
2011-07-06,control,M,20s,261,2,127,65,578,951.6700000000001
2011-08-15,control,F,40s,95,2,41,21,383,263.85
2011-11-28,test,M,30s,289,2,155,74,1112,1073.2400000000002
2010-12-21,test,M,40s,17,1,10,5,26,221.27999999999997
2011-11-06,test,F,50s,543,2,247,130,346,583.6399999999998
2011-04-06,control,M,20s,180,2,85,46,589,881.9399999999997
2011-01-09,test,F,50s,129,1,63,27,238,488.4600000000001
2011-01-13,test,F,20s,61,1,29,15,294,328.92
2011-07-01,control,M,20s,318,1,148,82,274,304.60999999999984
2011-02-15,test,M,50s,104,1,51,29,432,549.04
2011-09-28,control,F,20s,51,1,23,13,113,311.99
2011-06-20,control,F,40s,235,2,112,58,649,1066.6300000000003
2011-05-20,control,M,30s,366,3,164,94,372,943.9400000000002
2011-06-12,control,M,20s,228,1,114,57,260,274.74
2011-03-16,control,M,50s,199,1,77,45,251,625.85
2011-09-26,test,M,20s,64,1,30,15,100,399.15
2011-02-03,control,M,50s,155,2,68,45,341,505.15000000000003
2011-08-23,test,M,40s,209,1,96,51,374,526.72
2011-05-01,test,M,40s,140,1,74,33,149,388.21000000000004
2011-09-29,test,M,20s,44,1,23,13,84,210.17999999999998
2010-12-13,control,M,50s,148,1,76,37,772,1485.78
2011-10-18,test,M,40s,327,2,147,78,709,1461.07
2011-08-22,control,F,50s,213,2,110,55,504,756.4399999999999
2011-01-13,control,F,30s,141,2,65,32,255,511.84000000000003
2011-08-25,control,M,40s,39,1,20,9,35,80.18
2010-12-17,test,F,20s,38,1,21,11,114,258.7
2010-12-08,control,M,30s,10,1,7,3,148,225.0
2011-09-12,control,M,30s,100,1,46,20,164,339.83000000000004
2011-07-28,control,M,50s,78,1,45,18,161,307.35
2011-10-13,test,F,30s,238,2,120,60,226,587.1300000000002
2011-10-25,test,F,40s,134,1,63,37,403,734.85
2011-08-09,test,F,50s,81,1,41,19,155,358.49
2011-10-13,test,F,20s,122,1,65,32,52,192.35000000000002
2011-09-19,control,M,40s,92,1,45,22,192,344.99999999999994
2011-06-19,control,M,40s,44,1,22,11,131,223.74
2011-03-15,test,F,50s,65,1,33,19,238,309.34
2011-10-31,control,M,50s,163,2,81,39,76,287.30000000000007
2011-11-11,test,M,40s,66,1,34,19,131,202.31000000000003
2011-03-07,control,F,40s,59,1,31,14,149,211.75
2011-09-11,control,M,40s,67,1,25,15,252,331.56000000000006
2010-12-21,control,M,20s,143,2,67,38,1546,748.1700000000001
2011-06-17,test,F,20s,91,1,39,19,192,832.02
2011-01-28,control,M,20s,36,1,17,10,83,159.85000000000002
2011-12-09,test,M,40s,54,1,26,12,365,389.21000000000004
