event_date,variant_id,gender,age,row_count,user_count,click_sum,conversion_sum,purchase_sum,revenue_sum,click_sq_sum,conversion_sq_sum,purchase_sq_sum,revenue_sq_sum
2011-08-28,control,M,30s,192,1,90,50,355,391.30999999999995,90,50,5493,4130.140499999999
2011-07-21,control,F,50s,108,1,50,32,304,746.5699999999999,50,32,5892,34191.852100000004
2011-06-27,control,M,50s,193,1,92,48,152,220.94999999999996,92,48,1858,1410.5519000000006
2011-06-29,control,M,20s,36,1,14,8,480,856.32,14,8,40424,128351.76239999999
2011-04-12,test,M,20s,185,1,86,43,358,317.32,86,43,8348,5307.847799999998
2011-01-27,control,M,20s,58,1,29,16,127,305.25,29,16,1769,17045.5225
2011-09-16,test,F,50s,203,1,97,46,606,987.7200000000001,97,46,11764,29242.769600000014
2011-06-09,control,M,20s,165,2,79,37,212,437.44000000000017,79,37,1638,6596.911999999998
2011-06-09,control,M,30s,61,1,25,16,130,264.42,25,16,1252,4840.160400000001
2011-01-24,control,M,50s,252,3,108,58,514,768.3000000000002,108,58,12474,25783.30980000001
2011-03-25,test,M,20s,125,1,55,28,158,654.7500000000001,55,28,1592,18692.977499999997
2011-06-06,test,F,30s,235,2,115,58,253,642.5699999999999,115,58,2537,12288.789499999999
2011-05-03,test,F,30s,414,2,201,103,382,701.7100000000002,201,103,4166,10343.924300000002
2010-12-02,control,M,40s,215,1,107,50,142,210.24,107,50,688,1275.7326
2011-10-23,control,F,30s,74,1,37,19,147,196.93000000000004,37,19,1769,2618.4801
2011-09-06,test,F,50s,19,1,6,4,78,310.6,6,4,2762,28293.055
2011-08-24,test,F,20s,174,1,86,42,398,424.15000000000003,86,42,16268,7557.007299999999
2011-09-06,control,F,30s,110,2,47,29,116,273.64,47,29,668,4116.881600000001
2011-11-09,test,F,30s,310,1,154,79,486,446.9799999999998,154,79,83932,4912.410799999998
2011-10-10,control,M,50s,139,2,68,34,3102,2024.2700000000002,68,34,1056982,279256.88049999997
2011-09-07,test,M,40s,78,1,47,22,316,353.47999999999996,47,22,7360,6443.315199999999
2011-06-21,test,M,20s,157,1,77,44,271,653.3000000000003,77,44,4205,51482.21119999999
2011-10-24,test,M,40s,249,2,126,63,891,1115.09,126,63,16601,40970.0673
2011-09-23,test,M,30s,350,2,160,81,1311,868.8300000000002,160,81,41053,14089.447900000003
2011-01-24,test,M,20s,117,1,63,28,193,573.2099999999998,63,28,2625,26857.8721
2011-12-07,control,M,50s,87,3,38,22,836,1862.3999999999994,38,22,363088,1400459.7799999996
2011-11-20,test,F,50s,305,2,151,79,243,429.12999999999994,151,79,1227,3735.4833000000012
2011-10-23,control,F,20s,131,1,56,30,302,248.60999999999999,56,30,9148,2902.7727000000004
2011-12-05,control,F,50s,77,1,40,20,156,328.95000000000005,40,20,2076,5844.1927000000005
2011-03-01,test,F,50s,180,2,87,44,326,276.12000000000006,87,44,7738,2667.6688000000013
2011-11-24,test,M,30s,44,1,23,12,242,317.5,23,12,12212,12465.7828
2011-04-19,control,F,50s,352,2,159,80,997,1726.1799999999994,159,80,18923,85280.49179999999
2011-05-10,test,M,30s,189,1,91,48,61,125.52999999999999,91,48,119,508.6201
2011-06-01,control,F,50s,148,2,64,35,569,748.7900000000002,64,35,14781,23922.154500000004
2011-01-07,test,M,40s,147,2,70,37,398,835.8000000000001,70,37,6992,53404.36000000001
2011-11-24,test,M,20s,194,3,88,46,498,479.90999999999997,88,46,12396,6878.8083
2011-09-23,control,M,30s,111,1,50,29,319,454.10999999999984,50,29,3681,8911.522100000004
2011-05-16,control,M,50s,101,1,54,26,115,120.82000000000002,54,26,995,804.7868000000001
2011-05-12,control,M,50s,155,1,76,37,406,501.38,76,37,5140,8871.3556
2011-11-25,test,F,40s,295,3,137,73,522,1010.3900000000003,137,73,12092,41600.84629999999
2011-05-31,test,F,30s,268,1,131,71,160,197.55000000000007,131,71,1776,936.9682999999999
2011-05-03,test,F,20s,187,2,92,55,218,464.56999999999994,92,55,1952,7798.615099999999
2011-03-16,test,M,50s,258,3,129,66,1132,2553.0300000000007,129,66,86072,388155.7469
2011-11-30,control,F,30s,103,2,55,27,159,490.03,55,27,1359,9643.582900000001
2011-11-15,control,M,30s,31,1,13,8,230,135.86,13,8,13220,2783.0403999999994
2011-08-11,test,F,40s,149,1,75,35,424,471.3200000000001,75,35,5648,9169.7752
2011-04-12,test,F,30s,56,1,30,14,129,293.96,30,14,2171,10785.6466
2011-11-21,test,F,20s,86,1,46,22,272,453.0800000000001,46,22,4160,10551.018399999999
2011-06-23,test,F,40s,84,1,38,20,69,127.19000000000007,38,20,365,1054.7581000000002
2011-10-06,test,F,20s,118,2,68,33,347,1052.3200000000002,68,33,6705,241789.39400000003
2011-03-01,test,M,40s,42,1,21,12,255,307.61999999999995,21,12,12453,14714.053200000002
2011-09-12,control,F,50s,66,1,37,17,214,362.17999999999995,37,17,4564,9285.157999999998
2011-01-05,control,M,20s,210,1,90,51,591,1145.3300000000002,90,51,35713,99073.7365
2010-12-09,control,F,50s,195,3,110,52,559,1570.4500000000007,110,52,14067,104638.31749999998
2011-09-28,control,M,30s,80,1,41,21,264,308.40000000000003,41,21,3880,4836.6215999999995
2011-10-30,test,M,30s,286,1,133,72,192,342.89999999999986,133,72,902,2515.6714000000006
2011-04-10,test,M,50s,116,1,59,26,190,476.49,59,26,1682,10019.8233
2011-06-29,control,M,30s,65,1,29,15,44,170.42000000000002,29,15,274,4620.7014
2011-09-04,control,F,20s,101,1,50,27,216,573.4599999999999,50,27,2240,16158.674000000003
2011-10-30,test,M,20s,158,1,87,43,148,269.03,87,43,1516,3309.7283000000007
2011-01-26,control,M,40s,108,2,52,26,163,554.55,52,26,2025,18005.9925
2011-11-16,control,M,30s,108,1,53,28,200,238.92,53,28,3440,6212.9554
2011-06-16,test,F,20s,76,1,35,15,99,263.09,35,15,1079,5431.763099999999
2010-12-08,test,F,50s,349,1,169,86,1665,2671.27,169,86,76839,140829.14890000003
2011-04-12,control,F,50s,81,1,42,22,380,314.52000000000004,42,22,7996,6041.916000000001
2011-01-19,test,F,30s,107,2,49,28,92,478.43,49,28,834,18990.001699999997
2011-06-22,test,F,40s,78,1,34,20,211,459.8399999999999,34,20,4105,15401.5056
2011-11-29,control,F,20s,42,1,16,10,255,310.7800000000001,16,10,10519,42925.7014
2011-09-22,control,M,50s,120,1,50,28,278,524.26,50,28,3396,11143.808400000004
2011-09-19,test,F,30s,55,2,27,15,114,307.66,27,15,1274,11289.558599999998
2011-07-10,control,M,40s,67,1,30,15,67,149.01999999999998,30,15,381,1873.5744
2011-03-25,test,M,30s,106,1,45,23,264,357.9100000000001,45,23,5118,7498.2605
2011-01-28,control,F,20s,76,1,35,16,63,150.88,35,16,381,1923.4904000000001
2011-09-04,control,F,30s,183,2,82,44,138,417.66,82,44,710,6292.992800000001
2011-12-04,test,F,30s,80,1,32,20,95,149.81000000000006,32,20,859,2576.8995000000014
2011-12-08,control,F,40s,49,1,26,15,189,186.46999999999997,26,15,3413,2915.0960999999998
2011-07-04,control,M,20s,92,1,39,23,421,361.34,39,23,10127,7368.156599999998
2011-08-26,test,M,50s,11,1,3,2,4,185.9,3,2,8,29152.81
2011-02-18,test,F,30s,4,1,1,1,2,5.1,1,1,4,26.009999999999998
2011-02-09,control,M,30s,46,1,20,11,61,148.4,20,11,1171,9286.035000000002
2011-11-16,control,M,20s,101,1,47,25,262,409.02,47,25,3714,9029.6434
2011-09-13,test,F,30s,165,1,80,42,316,259.90000000000003,80,42,4644,3077.4954
2011-10-23,control,M,20s,138,1,65,34,56,111.81000000000003,65,34,120,466.09549999999996
2011-06-09,test,F,20s,10,1,7,2,16,115.2,7,2,136,6831.540000000001
2011-12-06,test,F,20s,203,1,98,49,1152,730.38,98,49,57656,14275.986
2011-01-17,test,M,40s,108,2,47,25,247,542.6500000000001,47,25,3545,16029.4025
2011-10-28,control,F,30s,28,1,16,7,45,373.65,16,7,517,32635.9125
2011-04-13,control,F,40s,24,1,9,6,50,110.1,9,6,554,2222.8849999999998
2011-08-18,test,F,40s,95,2,48,26,321,639.53,48,26,8839,71322.6187
2011-04-05,control,M,50s,10,1,4,2,120,594.0,4,2,7200,176418.0
2011-01-27,test,M,20s,186,1,95,54,171,247.54,95,54,1003,2211.3915999999995
2011-09-27,control,F,30s,42,1,17,11,152,305.5400000000001,17,11,3696,23177.758000000005
2011-12-02,test,M,40s,239,4,105,59,623,1253.7099999999991,105,59,33027,87021.99909999997
2011-05-23,test,F,50s,89,1,39,27,109,188.16000000000003,39,27,591,1883.9966000000006
2011-06-22,test,M,50s,146,2,68,42,540,558.37,68,42,9488,8838.0753
2011-11-01,test,M,50s,21,1,12,5,382,632.3,12,5,33012,88635.48999999999
2011-01-23,control,M,30s,57,1,24,12,126,514.5,24,12,1890,52027.515
2011-04-15,test,M,20s,91,1,39,19,440,639.48,39,19,14152,29503.951200000007
2011-09-04,test,F,40s,21,1,10,5,93,323.73,10,5,5357,61207.29890000001
2011-03-18,test,F,40s,54,1,25,16,203,302.6,25,16,4605,7811.200000000001
2011-03-10,control,F,50s,100,1,42,29,87,124.95,42,29,461,689.4661
2011-09-28,control,M,20s,56,1,28,14,52,266.25,28,14,280,5642.4375
2010-12-10,test,M,40s,110,2,50,29,115,343.20000000000005,50,29,1327,10502.74
2011-10-06,test,F,30s,98,1,45,22,178,295.93,45,22,2350,4601.298500000001
2011-05-27,test,M,40s,126,1,62,33,336,559.8699999999999,62,33,6622,11934.8417
2011-06-22,control,F,20s,86,1,38,20,112,406.30000000000007,38,20,822,10871.764199999998
2011-02-25,test,M,30s,87,1,48,20,141,389.50000000000006,48,20,1239,8707.005000000001
2011-04-14,control,F,30s,70,1,34,19,66,128.25,34,19,300,1354.8159000000003
2010-12-16,control,M,20s,66,1,29,16,126,228.5,29,16,2796,12323.525800000001
2011-02-09,control,F,40s,70,1,30,20,372,691.3599999999997,30,20,8120,41349.83919999999
2010-12-07,control,F,50s,21,1,10,5,20,139.0,10,5,86,4563.414999999999
2011-04-18,test,F,40s,71,1,35,18,157,306.05,35,18,2157,5351.8425
2011-05-18,control,M,50s,19,1,9,5,228,259.32000000000005,9,5,13680,17235.432000000004
2011-01-12,test,F,40s,46,2,23,12,430,1603.5,23,12,23044,655494.17
2011-10-28,control,F,20s,28,1,18,8,75,120.38,18,8,1085,1994.4676
2011-05-09,test,F,40s,8,1,5,2,26,38.3,5,2,436,927.49
2011-12-04,test,F,20s,53,1,25,14,298,442.3,25,14,13456,22459.8064
2010-12-07,test,M,30s,5,1,3,1,2,19.9,3,1,4,396.00999999999993
2011-02-18,control,M,50s,68,1,34,15,149,298.73,34,15,2225,7226.6989
2011-09-27,control,F,20s,16,2,6,4,70,389.53999999999996,6,4,1940,53479.5316
2011-06-05,test,F,40s,36,2,16,8,251,714.33,16,8,12457,110893.0257
2011-07-25,control,F,30s,25,1,10,6,39,106.45000000000002,10,6,281,1950.6425
2011-03-28,test,M,30s,59,1,26,14,183,469.05,26,14,5415,23803.8975
2011-07-05,control,M,40s,16,1,9,5,576,1141.2,9,5,193752,398498.94
2011-09-06,control,M,30s,15,1,8,4,48,64.8,8,4,576,1067.04
2011-03-31,control,M,30s,38,1,14,8,906,375.35,14,8,746904,97748.3307
2011-11-16,test,M,40s,25,2,11,7,209,304.16,11,7,21793,16817.737600000004
2011-04-12,test,M,30s,24,1,14,7,180,311.16,14,7,5904,24272.5392
2011-02-16,test,M,30s,23,1,13,6,62,77.5,13,6,644,1006.25
2011-04-26,control,M,50s,29,1,15,8,260,314.91999999999996,15,8,13360,15857.752
2011-06-28,control,F,50s,3,1,1,1,12,51.0,1,1,144,2601.0
2011-11-23,control,M,40s,12,1,6,2,24,233.39999999999998,6,2,288,27669.959999999995
2011-04-14,control,F,20s,23,1,10,6,29,258.75,10,6,153,11437.3125
2011-07-12,control,F,30s,9,1,5,2,128,326.4,5,2,10240,66585.6
2011-05-31,test,F,20s,8,1,4,1,96,816.0,4,1,9216,665856.0
2011-11-25,control,F,40s,17,1,8,5,70,151.38000000000002,8,5,1204,5946.0084000000015
2011-02-04,test,F,50s,14,1,7,3,118,353.1,7,3,10180,70371.45
2011-08-12,control,M,50s,4,1,2,1,320,528.0,2,1,102400,278784.0
2010-12-01,test,F,20s,4,1,1,1,128,326.4,1,1,16384,106536.95999999999
2011-03-31,control,M,20s,5,1,3,2,4,11.8,3,2,8,69.62
2011-09-23,control,F,20s,6,1,4,2,289,306.53000000000003,4,2,82945,93197.44090000002
2011-10-25,control,M,20s,3,1,1,1,288,432.0,1,1,82944,186624.0
2011-09-18,control,F,40s,448,1,224,113,343,585.1799999999997,224,113,1739,6853.822999999998
2011-07-28,control,F,20s,182,2,85,47,328,364.7399999999999,85,47,6256,4235.374400000001
2011-11-08,test,M,40s,196,2,88,43,1015,1532.1699999999996,88,43,51191,92642.37789999998
2011-11-22,test,M,50s,186,2,92,45,188,387.34999999999985,92,45,8552,15694.036100000001
2011-10-19,test,F,40s,837,3,398,201,938,1055.1999999999996,398,201,12270,11312.231000000002
2011-01-16,test,M,40s,170,1,77,40,347,477.60999999999996,77,40,4143,6949.039100000001
2011-11-16,control,F,40s,90,1,47,23,160,296.76000000000005,47,23,2326,7445.962600000002
2011-06-07,control,M,50s,329,2,152,75,978,1396.0300000000007,152,75,25468,36392.9319
2011-10-12,test,F,30s,521,1,244,133,359,568.6599999999996,244,133,5053,8062.3946
2011-03-14,control,M,40s,65,1,32,17,338,414.30000000000007,32,17,9698,11288.385
2011-04-28,test,F,40s,19,1,11,6,6,15.27,11,6,6,90.62889999999999
2010-12-06,test,M,40s,322,3,161,79,592,1125.02,161,79,8930,24966.713200000006
2011-10-13,control,M,40s,430,2,201,109,1199,3020.13,201,109,161885,191886.22850000014
2011-02-13,control,M,30s,352,2,179,91,261,434.91999999999973,179,91,1341,3471.990399999999
2011-06-06,control,F,50s,101,1,37,23,137,247.60999999999999,37,23,1719,5157.5623
2011-11-06,test,M,40s,847,1,413,221,711,1112.1099999999994,413,221,5255,10685.419099999988
2010-12-05,control,F,20s,26,1,14,7,14,37.35,14,7,46,232.7625
2011-11-17,test,M,20s,118,5,60,32,482,983.3200000000003,60,32,43762,66178.64379999998
2011-04-11,test,F,50s,194,2,92,47,519,953.1300000000003,92,47,8933,38958.02909999998
2011-08-18,control,M,40s,772,2,363,189,3079,4976.760000000004,363,189,104467,253817.1246000002
2011-01-25,test,F,40s,293,1,127,76,365,632.18,127,76,4491,7790.160000000002
2011-06-05,control,M,20s,72,2,36,18,130,305.43999999999994,36,18,1492,6515.129999999999
2011-10-28,test,F,30s,274,1,131,62,233,403.2499999999999,131,62,2199,5229.708499999998
2011-08-01,control,F,30s,304,2,143,77,173,455.94000000000017,143,77,1133,6446.704200000001
2011-09-09,test,F,30s,223,2,103,53,120,339.36999999999995,103,53,550,9007.1603
2011-11-14,test,F,40s,167,3,74,43,430,955.1599999999999,74,43,5774,63341.0866
2011-03-18,test,M,40s,420,2,213,101,504,910.6000000000001,213,101,6604,15305.568000000005
2011-03-31,test,M,50s,270,1,113,65,785,543.5999999999999,113,65,33455,7241.594400000001
2011-07-22,control,M,20s,268,1,124,68,130,218.55999999999986,124,68,598,1462.435800000001
2011-01-04,test,F,50s,120,1,56,29,352,413.68000000000006,56,29,7006,6335.622999999998
2011-09-20,test,M,20s,306,3,140,81,541,1238.9199999999996,140,81,5789,26310.517199999995
2011-11-04,test,F,50s,166,1,78,37,157,194.88,78,37,1271,2608.4122000000007
2011-01-14,test,M,30s,427,2,193,105,623,954.85,193,105,9053,23302.36450000001
2011-05-08,control,M,30s,310,1,138,74,142,287.89000000000004,138,74,550,2110.0944999999997
2011-03-30,control,M,20s,330,4,166,89,1503,2360.92,166,89,95067,203357.64120000013
2011-01-14,control,M,20s,186,2,87,49,737,865.4899999999999,87,49,98143,49182.9009
2011-08-18,control,F,30s,143,2,71,33,457,1097.97,71,33,12541,93858.52489999995
2011-07-24,control,F,50s,79,1,37,20,214,505.4599999999999,37,20,3604,17435.6156
2011-11-29,test,F,40s,96,2,37,23,289,614.99,37,23,8297,66936.2901
2011-03-15,test,M,30s,152,2,75,41,360,447.44000000000005,75,41,8526,13085.506199999996
2011-07-18,control,F,30s,219,1,114,63,147,310.4899999999999,114,63,935,2794.9898999999996
2011-06-26,control,F,20s,378,1,193,93,174,545.3399999999999,193,93,618,5793.943599999999
2011-04-04,test,F,30s,52,1,25,13,141,174.46,25,13,2601,8691.6316
2011-08-03,test,M,20s,402,2,199,99,338,728.4000000000001,199,99,2644,15819.222599999997
2011-02-08,test,F,40s,40,1,16,10,308,364.32,16,10,21080,24052.874400000004
2011-12-01,control,M,40s,383,3,197,90,580,1324.78,197,90,14024,59608.02280000001
2010-12-05,test,M,40s,75,1,34,19,93,431.4500000000001,34,19,621,11374.412500000002
2011-08-26,control,M,20s,141,1,64,34,105,199.27999999999997,64,34,607,5397.9592
2011-02-22,test,F,30s,284,3,142,70,518,747.3100000000006,142,70,15788,36265.04550000003
2011-02-13,control,M,20s,362,1,165,84,617,741.8499999999999,165,84,44243,27771.4521
2011-05-19,test,M,20s,141,2,66,35,478,570.6700000000001,66,35,11170,10335.628099999998
2011-12-08,test,F,30s,529,2,249,136,521,940.7299999999997,249,136,5615,31573.695499999987
2010-12-16,control,F,30s,73,1,39,19,119,328.77000000000004,39,19,1047,6054.367899999999
2011-02-17,control,F,50s,128,1,55,37,279,640.1,55,37,2851,15430.664999999999
2011-05-13,control,M,30s,55,1,25,15,730,1249.6999999999998,25,15,47364,122254.42760000001
2011-03-04,control,M,20s,316,2,141,78,955,1764.7900000000002,141,78,40487,105003.34069999997
2010-12-02,test,M,20s,92,2,43,24,423,543.29,43,24,14425,21662.7045
2011-04-08,test,F,30s,85,1,39,20,152,394.43999999999994,39,20,1800,8371.300000000001
2011-11-13,control,M,20s,232,2,116,66,168,383.9699999999999,116,66,770,4239.6985
2010-12-21,test,F,40s,39,1,22,11,85,193.15,22,11,829,3431.3724999999995
2011-11-04,test,M,50s,208,1,104,50,204,221.63000000000002,104,50,1420,1265.3962999999997
2011-08-03,test,F,30s,240,2,120,66,289,413.27,120,66,9521,24113.0717
2011-11-27,test,F,50s,752,4,365,183,611,1304.660000000001,365,183,4471,18086.62359999999
2011-06-16,control,M,30s,71,1,32,23,336,421.08000000000004,32,23,8090,9110.200200000001
2010-12-15,test,F,50s,114,1,52,26,434,243.22000000000003,52,26,26626,2917.1236
2010-12-16,control,F,20s,285,2,129,66,220,489.56999999999994,129,66,3266,6374.2469
2011-07-20,test,M,30s,94,3,43,25,260,436.44,43,25,5028,13802.575600000006
2011-07-12,test,F,30s,356,1,163,94,236,501.37,163,94,1054,10054.3595
2011-07-14,control,F,20s,61,1,32,14,163,356.84000000000003,32,14,4221,13495.465599999996
2011-03-02,test,F,40s,143,1,75,41,292,779.9199999999998,75,41,3152,17796.4664
2011-07-28,control,F,30s,24,2,11,6,1492,351.6,11,6,2074984,62719.10000000001
2010-12-02,test,M,30s,118,2,57,30,209,453.0999999999999,57,30,1967,7281.6050000000005
2011-06-16,control,M,20s,29,1,17,7,144,158.4,17,7,14512,3616.92
2011-03-30,control,M,30s,90,2,37,21,470,536.6999999999999,37,21,124190,70863.765
2011-02-07,control,F,30s,106,1,60,26,89,219.99000000000004,60,26,375,2265.8411
2011-04-08,test,F,20s,93,1,45,23,237,373.2700000000001,45,23,6029,6537.231700000001
2011-05-13,test,M,40s,80,1,37,21,207,407.34999999999997,37,21,2903,8827.7375
2010-12-12,test,M,40s,567,1,268,137,511,1050.3500000000001,268,137,5189,17250.846299999997
2011-04-08,control,F,50s,87,1,43,21,182,306.18000000000006,43,21,1812,5044.5332
2011-07-20,test,M,20s,102,1,50,28,114,312.90000000000003,50,28,1098,6625.0650000000005
2011-10-05,control,F,20s,390,3,174,101,1374,2465.699999999999,174,101,30836,87766.67459999998
2011-02-21,test,M,40s,65,1,35,17,126,306.0,35,17,1110,7295.715000000001
2011-06-03,test,F,20s,88,2,47,23,890,2016.92,47,23,176584,1821015.4515999998
2011-02-11,test,M,30s,90,1,39,23,373,494.5099999999999,39,23,23265,16708.104100000004
2011-02-23,control,F,40s,57,1,31,16,185,224.90999999999997,31,16,2757,4393.8989
2011-10-31,control,F,40s,152,1,76,40,323,656.2500000000002,76,40,3943,12204.474700000006
2011-11-04,control,M,50s,55,1,26,16,210,477.94000000000005,26,16,3764,16559.669199999997
2011-03-15,control,F,40s,185,2,84,41,244,389.46000000000004,84,41,3012,6334.761599999998
2011-01-10,test,M,50s,198,1,92,50,518,780.4199999999997,92,50,10132,13296.5468
2011-11-18,control,M,20s,266,4,133,64,814,1474.0899999999997,133,64,32478,60050.8345
2011-09-20,test,M,30s,63,1,31,14,158,324.1400000000001,31,14,3700,10036.9396
2011-04-07,test,M,50s,292,3,146,71,188,450.4499999999999,146,71,1090,6126.637099999997
2011-10-04,test,M,30s,205,2,100,53,690,1399.33,100,53,19812,68613.94950000002
2011-10-05,control,F,30s,71,2,38,19,187,367.8499999999999,38,19,2859,8810.082699999999
2011-02-10,control,M,50s,96,2,46,24,1110,1788.8799999999999,46,24,182044,622220.1240000001
2011-09-12,test,F,20s,47,1,24,12,82,183.07999999999998,24,12,634,3440.2673999999997
2010-12-15,test,M,30s,97,1,51,26,229,501.01000000000005,51,26,2835,14463.389500000003
2011-03-20,control,M,40s,66,1,28,18,208,282.28000000000003,28,18,3770,5230.9282
2011-10-14,test,F,40s,83,1,38,20,240,729.6,38,20,2880,31030.56
2011-02-24,control,M,50s,146,2,79,37,143,186.91000000000005,79,37,1165,1581.7260999999999
2011-11-18,control,M,30s,56,1,26,14,141,316.45,26,14,1989,9187.9129
2011-08-25,control,F,20s,87,1,45,24,216,404.79999999999995,45,24,2786,8485.237000000001
2011-11-29,test,M,50s,80,2,34,16,218,371.6,34,16,4558,22972.7106
2011-03-07,test,F,30s,103,1,42,25,52,145.70000000000002,42,25,162,2276.4100000000003
2011-01-31,test,F,50s,61,1,31,15,37,131.7,31,15,127,1624.2849999999999
2011-06-05,control,M,30s,161,3,84,44,645,1198.2800000000002,84,44,15959,50573.17020000001
2010-12-06,test,F,50s,54,2,25,14,87,243.19,25,14,865,4645.1733
2011-11-22,control,M,20s,179,3,84,47,2075,2789.089999999999,84,47,544093,1304106.6602999996
2011-11-22,control,F,30s,301,3,155,74,803,1021.2000000000003,155,74,25603,27310.192999999996
2011-04-19,test,F,20s,52,2,30,11,90,278.42,30,11,1234,12110.035399999999
2011-10-05,control,M,50s,47,1,16,10,546,609.7800000000001,16,10,96132,50202.32039999998
2011-11-13,control,M,30s,115,1,61,35,71,154.29000000000002,61,35,281,1442.0039
2011-04-19,test,F,30s,113,1,50,23,267,424.64000000000004,50,23,4869,8522.7768
2011-06-15,control,M,30s,73,1,36,19,208,299.94,36,19,3398,5704.146599999999
2011-03-15,test,M,20s,152,1,68,35,356,548.7499999999999,68,35,5318,9113.516899999999
2011-10-03,control,F,40s,121,1,60,30,267,782.5899999999998,60,30,3601,26070.5573
2011-07-01,test,M,40s,119,1,48,34,150,118.96,48,34,3392,787.0193999999999
2011-04-28,test,M,20s,54,1,26,16,102,327.71999999999997,26,16,2622,7458.6233999999995
2011-04-26,control,F,20s,105,2,52,25,180,415.5499999999999,52,25,1732,7842.0175
2011-07-24,control,M,20s,133,1,62,30,291,501.14000000000004,62,30,4929,10236.905200000001
2011-02-10,test,M,50s,53,1,34,16,177,238.85,34,16,3161,3894.5425
2011-03-16,control,F,20s,64,1,34,16,144,370.4800000000001,34,16,1518,9339.813400000001
2011-02-14,control,F,50s,32,1,11,8,47,160.2,11,8,381,3673.3799999999997
2011-04-13,control,M,30s,29,1,15,8,360,409.2,15,8,17856,25246.1088
2011-11-22,control,F,20s,89,2,40,19,89,420.74999999999994,40,19,487,11129.1175
2011-03-21,test,M,50s,80,2,47,21,441,850.63,47,21,31661,94070.07089999996
2011-05-19,test,M,30s,65,1,23,19,128,352.85,23,19,1190,7251.852500000001
2011-08-17,control,F,50s,359,1,171,87,380,588.3599999999999,171,87,7252,7357.030600000003
2011-06-13,control,F,50s,68,1,31,19,236,312.44,31,19,4398,5634.7456
2011-02-01,test,F,40s,49,1,24,12,113,214.45,24,12,1761,4607.4725
2011-06-06,test,M,20s,29,1,11,7,50,114.3,11,7,436,1887.5700000000002
2011-12-01,test,F,50s,119,1,61,35,167,235.44,61,35,1405,2872.2102
2011-06-15,control,M,20s,159,1,78,45,649,1323.93,78,45,13811,59893.02010000001
2011-06-30,test,M,40s,61,1,27,16,157,269.4,27,16,2561,5110.44
2011-02-02,test,F,30s,131,2,63,34,82,252.82999999999998,63,34,782,12136.7337
2011-02-25,control,F,30s,102,1,48,23,171,401.37000000000006,48,23,1803,8538.185900000004
2011-12-04,control,M,30s,88,1,42,23,164,443.64,42,23,2146,9758.5938
2011-08-25,test,M,40s,37,2,12,9,332,273.0,12,9,16048,26607.7872
2011-09-04,control,M,20s,75,1,38,19,266,761.6800000000002,38,19,5968,49787.07639999999
2010-12-05,control,F,30s,47,1,23,10,86,184.79999999999998,23,10,930,4243.68
2011-11-23,control,F,50s,26,1,14,7,285,314.81000000000006,14,7,42669,29876.270500000002
2011-07-06,test,M,40s,13,1,6,3,93,202.1,6,3,6545,21863.649999999998
2011-08-01,control,F,20s,63,1,30,17,250,211.13999999999996,30,17,4674,4418.578800000001
2011-10-05,test,M,50s,112,2,50,29,510,863.6899999999999,50,29,33528,102963.10710000002
2011-01-12,control,F,40s,197,1,88,49,303,436.2300000000001,88,49,4219,6867.916900000002
2011-05-24,test,M,40s,151,2,72,40,523,766.9399999999998,72,40,9245,25745.102000000006
2011-12-02,control,F,40s,86,1,47,21,137,271.98999999999995,47,21,1747,6094.5227
2011-12-08,test,F,20s,8,1,2,2,2700,1944.0,2,2,3690000,1912896.0
2011-05-24,control,F,50s,43,1,23,13,228,317.15999999999997,23,13,4464,12869.092800000006
2011-09-01,control,F,50s,131,1,65,30,111,207.72999999999996,65,30,959,1868.8890999999999
2011-06-28,test,M,30s,63,2,34,18,266,721.76,34,18,6108,76460.492
2011-09-09,test,F,20s,101,2,48,23,294,590.1999999999999,48,23,6090,38425.3096
2010-12-02,test,F,30s,110,2,42,30,124,505.7199999999999,42,30,768,8907.060400000002
2011-07-24,control,M,30s,37,1,18,9,1368,194.48000000000002,18,9,883424,6455.3344
2011-01-26,control,F,50s,84,2,39,21,109,400.21000000000004,39,21,1159,20404.189099999992
2011-01-31,control,F,50s,98,1,53,21,131,549.58,53,21,1625,22491.114
2011-10-28,test,F,20s,7,1,5,1,1992,1434.24,5,1,3968064,2057044.3776
2011-09-05,test,F,20s,64,1,27,15,165,315.17,27,15,2341,10096.9357
2011-10-17,control,F,40s,106,1,49,25,365,543.4100000000001,49,25,6845,15473.2345
2011-02-07,test,F,30s,23,1,13,7,16,143.92000000000002,13,7,76,3750.5804
2010-12-09,test,F,40s,62,2,34,16,221,735.2299999999999,34,16,5093,73969.28050000001
2011-05-05,control,F,20s,35,2,13,7,490,242.7,13,7,187252,15040.53
2011-10-27,control,F,50s,114,1,56,32,83,142.44,56,32,359,1121.5852
2011-03-07,test,F,20s,59,1,23,13,26,269.7,23,13,78,38684.63
2011-06-07,test,F,20s,29,1,13,6,22,122.75999999999999,13,6,136,3837.4878
2011-11-07,test,F,30s,149,2,75,37,1047,526.6999999999998,75,37,345607,12387.091999999997
2011-09-11,test,M,50s,53,1,22,14,128,231.56,22,14,1816,4310.004
2011-05-05,control,M,50s,32,1,16,8,236,214.56,16,8,8840,7532.092800000001
2011-05-25,control,M,50s,49,1,23,13,174,317.6,23,13,2764,8862.94
2011-05-13,control,M,20s,62,1,26,13,64,243.75000000000003,26,13,510,6872.1025
