invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority
800948,T-shirt,26,2022-04-20 03:00,57.5,0.21,11.6,Electronics,Online,Returned,Medium
994990,Wireless Mouse,14,2022-04-20 04:00,88.92,0.31,27.73,Furniture,Online,Not Returned,High
351953,White Mug,2,2022-04-20 05:00,94.41,0.15,19.72,Accessories,Online,Not Returned,High
168582,White Mug,6,2022-04-20 06:00,35.95,0.46,7.23,Accessories,In-store,Not Returned,High
817103,Blue Pen,26,2022-04-20 07:00,28.41,0.02,25.24,Electronics,Online,Not Returned,High
537734,Wall Clock,34,2022-04-20 08:00,4.76,0.18,23.09,Accessories,Online,Not Returned,Medium
243775,Wall Clock,20,2022-04-20 09:00,41.98,0.09,23.33,Apparel,Online,Returned,Low
673744,Notebook,41,2022-04-20 10:00,1.93,0.09,10.27,Accessories,In-store,Not Returned,Medium
679779,Desk Lamp,40,2022-04-20 11:00,84.92,0.18,8.88,Electronics,Online,Not Returned,Medium
370187,Office Chair,36,2022-04-20 12:00,49.06,0.48,20.25,Furniture,Online,Not Returned,Medium
465356,Wireless Mouse,3,2022-04-20 13:00,97.41,0.15,24.6,Electronics,In-store,Not Returned,High
618943,Desk Lamp,35,2022-04-20 14:00,25.2,0.36,10.23,Furniture,Online,Not Returned,Low
864291,Backpack,36,2022-04-20 15:00,50.31,0.02,28.01,Furniture,Online,Not Returned,Low
430484,White Mug,27,2022-04-20 16:00,81.48,0.15,22.38,Furniture,Online,Not Returned,Low
241248,Headphones,8,2022-04-20 17:00,22.81,0.1,20.5,Accessories,Online,Not Returned,Low
497152,Backpack,29,2022-04-20 18:00,42.18,0.31,26.41,Accessories,Online,Not Returned,Low
655462,Office Chair,32,2022-04-20 19:00,86.69,0.22,12.12,Accessories,Online,Not Returned,Medium
444776,USB Cable,20,2022-04-20 20:00,68.8,0.05,19.0,Furniture,Online,Not Returned,Medium
450912,Office Chair,10,2022-04-20 21:00,65.31,0.46,24.59,Apparel,In-store,Not Returned,Medium
732465,Backpack,18,2022-04-20 22:00,57.79,0.13,19.4,Accessories,Online,Not Returned,Medium
650197,Wall Clock,33,2022-04-20 23:00,53.09,0.33,22.5,Electronics,In-store,Not Returned,Low
144158,Notebook,3,2022-04-21 00:00,48.12,0.34,18.58,Accessories,Online,Not Returned,Medium
763726,Wireless Mouse,26,2022-04-21 01:00,11.64,0.47,9.05,Furniture,Online,Not Returned,Medium
316197,Desk Lamp,19,2022-04-21 02:00,37.33,0.05,23.73,Electronics,Online,Not Returned,Low
809697,Notebook,39,2022-04-21 03:00,50.0,0.36,6.24,Furniture,In-store,Not Returned,Low
945763,Blue Pen,42,2022-04-21 04:00,96.86,0.25,11.86,Furniture,In-store,Not Returned,Medium
885772,Blue Pen,39,2022-04-21 05:00,33.88,0.25,8.13,Furniture,Online,Not Returned,High
868278,Wall Clock,2,2022-04-21 06:00,22.19,0.02,12.44,Stationery,Online,Not Returned,High
827402,Wall Clock,22,2022-04-21 07:00,3.48,0.43,28.92,Apparel,In-store,Not Returned,Low
544140,Wall Clock,26,2022-04-21 08:00,47.25,0.05,12.64,Accessories,Online,Returned,Medium
522058,T-shirt,23,2022-04-21 09:00,22.45,0.47,22.15,Furniture,In-store,Not Returned,High
772818,Office Chair,33,2022-04-21 10:00,63.95,0.19,25.41,Furniture,Online,Returned,Medium
187367,Blue Pen,28,2022-04-21 11:00,56.42,0.28,25.72,Stationery,In-store,Not Returned,Medium
427526,Desk Lamp,31,2022-04-21 12:00,56.69,0.0,20.05,Apparel,In-store,Not Returned,High
174319,Backpack,3,2022-04-21 13:00,45.9,0.39,10.42,Electronics,Online,Not Returned,Medium
373314,Wall Clock,42,2022-04-21 14:00,70.16,0.29,26.01,Apparel,In-store,Not Returned,Medium
744240,USB Cable,3,2022-04-21 15:00,62.07,0.46,21.15,Accessories,Online,Returned,Low
704433,Blue Pen,2,2022-04-21 16:00,77.75,0.15,16.91,Electronics,Online,Not Returned,High
886427,Headphones,47,2022-04-21 17:00,73.23,0.45,16.4,Accessories,In-store,Not Returned,Medium
992058,Wireless Mouse,29,2022-04-21 18:00,12.4,0.13,12.0,Electronics,In-store,Not Returned,High
319643,White Mug,46,2022-04-21 19:00,97.4,0.32,5.01,Electronics,Online,Not Returned,High
902640,Headphones,-27,2022-04-21 20:00,22.95,0.17,,Furniture,Online,Not Returned,Medium
790538,Wall Clock,15,2022-04-21 21:00,75.31,0.12,25.13,Furniture,In-store,Not Returned,Low
310244,Office Chair,-15,2022-04-21 22:00,78.33,0.17,,Furniture,Online,Not Returned,Medium
764399,White Mug,43,2022-04-21 23:00,56.11,0.28,24.76,Accessories,Online,Not Returned,Medium
114990,Blue Pen,22,2022-04-22 00:00,11.85,0.31,16.23,Apparel,In-store,Not Returned,High
761801,Headphones,34,2022-04-22 01:00,16.97,0.09,13.93,Furniture,Online,Returned,High
616641,White Mug,-15,2022-04-22 02:00,94.53,0.22,,Stationery,In-store,Not Returned,Low
229327,Blue Pen,42,2022-04-22 03:00,47.55,0.21,23.67,Stationery,Online,Not Returned,High
965746,Notebook,40,2022-04-22 04:00,37.09,0.46,13.69,Stationery,Online,Not Returned,Medium
389006,Blue Pen,9,2022-04-22 05:00,80.57,0.32,8.98,Apparel,In-store,Not Returned,Medium
520489,Blue Pen,14,2022-04-22 06:00,22.64,0.27,20.76,Furniture,Online,Returned,Low
980381,Blue Pen,20,2022-04-22 07:00,54.38,0.43,28.8,Furniture,In-store,Not Returned,Low
754511,Headphones,35,2022-04-22 08:00,52.84,0.1,28.49,Accessories,In-store,Not Returned,Low
890388,Wall Clock,1,2022-04-22 09:00,4.25,0.1,8.31,Stationery,Online,Not Returned,High
303161,T-shirt,26,2022-04-22 10:00,54.44,0.14,20.89,Accessories,In-store,Not Returned,Low
450933,T-shirt,16,2022-04-22 11:00,49.56,0.12,17.83,Stationery,Online,Not Returned,Medium
451595,Backpack,16,2022-04-22 12:00,68.95,0.39,12.53,Apparel,In-store,Not Returned,Medium
217782,Desk Lamp,42,2022-04-22 13:00,80.63,0.45,29.76,Electronics,In-store,Not Returned,High
888797,White Mug,14,2022-04-22 14:00,88.17,0.35,18.41,Electronics,In-store,Not Returned,Low
434348,Blue Pen,25,2022-04-22 15:00,16.61,0.14,5.46,Electronics,Online,Not Returned,Low
498216,Wall Clock,48,2022-04-22 16:00,17.59,0.27,11.6,Electronics,Online,Returned,Medium
943504,Notebook,21,2022-04-22 17:00,89.41,0.23,28.08,Accessories,In-store,Not Returned,Low
152499,T-shirt,43,2022-04-22 18:00,7.12,0.15,11.19,Apparel,In-store,Not Returned,High
357023,Office Chair,15,2022-04-22 19:00,69.0,0.49,29.11,Furniture,In-store,Not Returned,Medium
431355,Wall Clock,2,2022-04-22 20:00,60.17,0.15,5.47,Electronics,Online,Not Returned,Low
243979,Wall Clock,5,2022-04-22 21:00,66.98,0.31,11.73,Accessories,Online,Not Returned,High
248408,Desk Lamp,19,2022-04-22 22:00,97.82,0.22,15.83,Furniture,In-store,Not Returned,High
971652,USB Cable,41,2022-04-22 23:00,33.33,0.06,28.63,Accessories,Online,Not Returned,High
980279,USB Cable,11,2022-04-23 00:00,69.67,0.39,26.67,Apparel,Online,Not Returned,Medium
807691,Wireless Mouse,28,2022-04-23 01:00,89.03,0.37,15.53,Apparel,Online,Not Returned,High
471603,USB Cable,44,2022-04-23 02:00,84.29,0.17,23.21,Apparel,In-store,Returned,Medium
439899,USB Cable,45,2022-04-23 03:00,57.0,0.17,14.54,Electronics,In-store,Not Returned,Low
430927,Notebook,2,2022-04-23 04:00,79.86,0.14,23.05,Accessories,In-store,Not Returned,Low
825311,Blue Pen,33,2022-04-23 05:00,48.41,0.4,11.91,Electronics,Online,Not Returned,Medium
807869,Blue Pen,21,2022-04-23 06:00,20.8,0.19,16.46,Furniture,In-store,Not Returned,High
892904,Wireless Mouse,43,2022-04-23 07:00,15.04,0.21,11.45,Electronics,In-store,Not Returned,High
515596,Wireless Mouse,28,2022-04-23 08:00,30.51,0.42,11.87,Electronics,In-store,Not Returned,Low
465296,Headphones,40,2022-04-23 09:00,7.21,0.27,29.31,Accessories,Online,Not Returned,Low
258352,Office Chair,17,2022-04-23 10:00,28.13,0.3,28.5,Furniture,In-store,Not Returned,Medium
252931,Notebook,12,2022-04-23 11:00,29.53,0.49,6.56,Apparel,In-store,Not Returned,Medium
330413,Headphones,41,2022-04-23 12:00,60.4,0.06,12.2,Accessories,In-store,Returned,Low
541618,Headphones,31,2022-04-23 13:00,84.82,0.13,10.34,Electronics,Online,Not Returned,Medium
239334,Backpack,25,2022-04-23 14:00,62.45,0.17,6.45,Accessories,Online,Not Returned,Low
246626,Desk Lamp,20,2022-04-23 15:00,86.94,0.21,11.85,Apparel,Online,Not Returned,Medium
631296,Notebook,44,2022-04-23 16:00,38.06,0.14,10.8,Furniture,Online,Not Returned,Low
974283,USB Cable,23,2022-04-23 17:00,4.01,0.26,28.46,Apparel,In-store,Not Returned,Medium
180799,USB Cable,6,2022-04-23 18:00,6.15,0.08,11.62,Apparel,In-store,Not Returned,High
902670,Blue Pen,16,2022-04-23 19:00,94.37,0.48,16.43,Stationery,In-store,Not Returned,Medium
335018,T-shirt,3,2022-04-23 20:00,20.24,0.07,19.2,Accessories,Online,Not Returned,Low
379297,Backpack,49,2022-04-23 21:00,29.4,0.22,16.59,Accessories,In-store,Not Returned,Low
159353,Desk Lamp,27,2022-04-23 22:00,8.24,0.24,25.77,Accessories,Online,Not Returned,High
676380,White Mug,11,2022-04-23 23:00,96.72,0.31,26.1,Apparel,Online,Not Returned,High
343907,Notebook,3,2022-04-24 00:00,93.58,0.46,20.83,Furniture,In-store,Not Returned,High
798512,Desk Lamp,23,2022-04-24 01:00,51.95,0.39,7.55,Apparel,In-store,Not Returned,High
673392,Wireless Mouse,46,2022-04-24 02:00,43.67,0.14,10.47,Apparel,Online,Not Returned,Medium
255355,Blue Pen,39,2022-04-24 03:00,15.58,0.43,13.54,Accessories,Online,Not Returned,Low
539645,Backpack,8,2022-04-24 04:00,83.17,0.41,11.9,Stationery,Online,Not Returned,Medium
843894,Headphones,17,2022-04-24 05:00,47.26,0.49,28.2,Stationery,Online,Not Returned,Low
128887,Headphones,10,2022-04-24 06:00,90.07,0.03,19.05,Stationery,In-store,Not Returned,Medium
539388,USB Cable,26,2022-04-24 07:00,51.04,0.38,7.79,Stationery,Online,Returned,High
890787,Headphones,31,2022-04-24 08:00,4.52,0.36,19.63,Accessories,In-store,Not Returned,High
395845,Desk Lamp,40,2022-04-24 09:00,11.59,0.32,27.55,Stationery,Online,Not Returned,Medium
272606,Blue Pen,21,2022-04-24 10:00,90.14,0.41,23.55,Apparel,Online,Not Returned,Medium
351420,Backpack,26,2022-04-24 11:00,57.77,0.43,27.48,Apparel,In-store,Returned,High
695730,Notebook,32,2022-04-24 12:00,87.44,0.01,20.97,Accessories,Online,Not Returned,Medium
636567,Notebook,15,2022-04-24 13:00,5.64,0.48,21.16,Electronics,Online,Returned,High
798851,Blue Pen,27,2022-04-24 14:00,91.45,0.42,10.37,Accessories,In-store,Not Returned,Low
745026,Blue Pen,22,2022-04-24 15:00,49.7,0.42,16.81,Furniture,Online,Not Returned,Medium
569363,Blue Pen,38,2022-04-24 16:00,33.7,0.09,11.24,Accessories,In-store,Not Returned,Low
763621,Wireless Mouse,27,2022-04-24 17:00,5.49,0.22,23.39,Furniture,Online,Not Returned,High
759834,Backpack,19,2022-04-24 18:00,82.78,0.06,17.31,Electronics,Online,Not Returned,High
715702,Notebook,8,2022-04-24 19:00,51.95,0.01,14.72,Apparel,Online,Not Returned,Low
914822,Wireless Mouse,42,2022-04-24 20:00,46.61,0.01,26.46,Electronics,In-store,Not Returned,Low
520141,Notebook,27,2022-04-24 21:00,65.91,0.04,5.86,Electronics,In-store,Not Returned,High
444318,Office Chair,37,2022-04-24 22:00,27.4,0.48,13.9,Accessories,Online,Not Returned,Medium
320079,White Mug,34,2022-04-24 23:00,94.88,0.08,23.98,Accessories,In-store,Not Returned,Medium
629075,Headphones,29,2022-04-25 00:00,20.25,0.21,12.25,Furniture,In-store,Not Returned,Low
342951,Backpack,35,2022-04-25 01:00,97.54,0.47,28.61,Accessories,In-store,Not Returned,Low
304470,Office Chair,41,2022-04-25 02:00,66.61,0.4,17.64,Stationery,In-store,Not Returned,Low
813537,Desk Lamp,-21,2022-04-25 03:00,-89.42,1.8831733518702405,,Electronics,In-store,Not Returned,High
405868,Wireless Mouse,48,2022-04-25 04:00,78.1,0.39,20.01,Furniture,In-store,Not Returned,Medium
634951,Desk Lamp,2,2022-04-25 05:00,29.37,0.19,23.79,Accessories,In-store,Returned,High
509336,Wall Clock,40,2022-04-25 06:00,80.12,0.22,12.06,Furniture,In-store,Not Returned,Low
778100,Desk Lamp,47,2022-04-25 07:00,9.03,0.21,8.5,Furniture,In-store,Not Returned,High
595262,USB Cable,16,2022-04-25 08:00,10.99,0.14,26.54,Stationery,Online,Returned,High
233107,USB Cable,49,2022-04-25 09:00,55.33,0.13,13.57,Stationery,Online,Not Returned,Low
724559,Headphones,1,2022-04-25 10:00,98.7,0.39,16.8,Apparel,In-store,Not Returned,Low
691676,T-shirt,35,2022-04-25 11:00,66.91,0.37,17.29,Stationery,In-store,Not Returned,Low
152335,Wireless Mouse,5,2022-04-25 12:00,15.28,0.28,10.22,Electronics,Online,Not Returned,Low
143315,T-shirt,11,2022-04-25 13:00,89.43,0.43,21.14,Furniture,In-store,Not Returned,High
991354,Blue Pen,-23,2022-04-25 14:00,68.32,0.21,,Apparel,In-store,Not Returned,High
408771,Blue Pen,8,2022-04-25 15:00,90.22,0.29,5.49,Apparel,In-store,Not Returned,Low
501519,T-shirt,15,2022-04-25 16:00,73.88,0.1,16.94,Accessories,Online,Not Returned,Medium
602870,USB Cable,39,2022-04-25 17:00,7.13,0.38,7.91,Apparel,In-store,Not Returned,Low
149334,Desk Lamp,3,2022-04-25 18:00,42.58,0.05,5.18,Furniture,Online,Not Returned,Low
286964,White Mug,28,2022-04-25 19:00,25.27,0.14,29.26,Furniture,In-store,Not Returned,Medium
292268,Notebook,28,2022-04-25 20:00,35.83,0.42,14.16,Furniture,Online,Not Returned,Medium
952132,Desk Lamp,13,2022-04-25 21:00,32.66,0.18,9.7,Accessories,Online,Not Returned,High
139726,Backpack,6,2022-04-25 22:00,94.91,0.17,8.61,Stationery,In-store,Not Returned,High
593657,T-shirt,4,2022-04-25 23:00,16.0,0.17,14.89,Accessories,In-store,Not Returned,High
306823,Wireless Mouse,37,2022-04-26 00:00,38.22,0.5,25.65,Accessories,Online,Not Returned,High
804966,T-shirt,34,2022-04-26 01:00,92.42,0.21,29.54,Accessories,In-store,Not Returned,Low
872333,Desk Lamp,5,2022-04-26 02:00,13.39,0.09,6.3,Furniture,Online,Not Returned,Medium
917126,Headphones,40,2022-04-26 03:00,19.96,0.47,15.93,Furniture,Online,Not Returned,High
262325,Backpack,30,2022-04-26 04:00,76.81,0.45,9.06,Electronics,In-store,Returned,Medium
779590,Wall Clock,41,2022-04-26 05:00,46.84,0.11,13.33,Stationery,In-store,Not Returned,High
285046,Wall Clock,48,2022-04-26 06:00,2.21,0.25,5.86,Stationery,Online,Not Returned,Low
949977,Backpack,11,2022-04-26 07:00,49.55,0.04,12.94,Stationery,Online,Not Returned,Low
510141,USB Cable,31,2022-04-26 08:00,43.5,0.26,22.43,Apparel,Online,Not Returned,Medium
892465,Headphones,11,2022-04-26 09:00,74.46,0.45,13.82,Accessories,Online,Not Returned,High
686749,T-shirt,36,2022-04-26 10:00,29.86,0.24,5.32,Electronics,In-store,Not Returned,Medium
889097,T-shirt,12,2022-04-26 11:00,6.4,0.32,15.21,Apparel,Online,Returned,Medium
389169,Blue Pen,24,2022-04-26 12:00,27.06,0.49,10.01,Electronics,In-store,Not Returned,High
516749,Office Chair,19,2022-04-26 13:00,98.23,0.4,25.5,Apparel,In-store,Not Returned,Low
964093,Wireless Mouse,35,2022-04-26 14:00,35.65,0.06,27.69,Furniture,In-store,Not Returned,Low
618982,USB Cable,1,2022-04-26 15:00,69.95,0.45,14.65,Stationery,In-store,Not Returned,High
383142,Notebook,6,2022-04-26 16:00,26.63,0.4,22.01,Apparel,In-store,Not Returned,High
423392,Notebook,-40,2022-04-26 17:00,15.7,0.45,,Electronics,Online,Not Returned,Medium
728781,USB Cable,20,2022-04-26 18:00,73.78,0.01,23.96,Stationery,In-store,Not Returned,Medium
385201,USB Cable,42,2022-04-26 19:00,83.45,0.32,12.05,Stationery,Online,Not Returned,Medium
703532,White Mug,12,2022-04-26 20:00,97.09,0.07,13.91,Furniture,Online,Not Returned,Low
314680,Blue Pen,10,2022-04-26 21:00,36.01,0.03,17.16,Furniture,In-store,Not Returned,Medium
301703,Desk Lamp,48,2022-04-26 22:00,46.93,0.01,19.45,Apparel,Online,Not Returned,Medium
459175,Office Chair,39,2022-04-26 23:00,61.66,0.2,27.48,Accessories,In-store,Not Returned,Medium
999145,Notebook,8,2022-04-27 00:00,81.26,0.37,12.81,Accessories,In-store,Not Returned,High
730175,Headphones,34,2022-04-27 01:00,90.51,0.37,29.7,Stationery,In-store,Not Returned,Medium
615728,Wireless Mouse,3,2022-04-27 02:00,80.87,0.02,26.47,Accessories,In-store,Not Returned,Medium
167173,USB Cable,49,2022-04-27 03:00,9.43,0.32,5.46,Furniture,Online,Not Returned,Low
835566,Notebook,19,2022-04-27 04:00,31.73,0.22,13.72,Furniture,In-store,Not Returned,High
138734,USB Cable,-50,2022-04-27 05:00,-54.94,0.22,,Electronics,In-store,Returned,High
686360,T-shirt,46,2022-04-27 06:00,35.7,0.13,16.85,Stationery,Online,Not Returned,High
557391,USB Cable,39,2022-04-27 07:00,90.87,0.04,18.87,Furniture,In-store,Not Returned,High
334046,USB Cable,3,2022-04-27 08:00,53.6,0.05,27.28,Electronics,Online,Not Returned,Low
294855,Desk Lamp,6,2022-04-27 09:00,15.9,0.42,7.07,Furniture,In-store,Not Returned,High
456338,Blue Pen,47,2022-04-27 10:00,66.41,0.17,9.53,Furniture,Online,Not Returned,High
826099,Backpack,34,2022-04-27 11:00,41.37,0.11,28.65,Furniture,Online,Returned,High
318126,Headphones,-49,2022-04-27 12:00,-82.86,0.05,,Accessories,In-store,Not Returned,High
544258,Office Chair,22,2022-04-27 13:00,85.76,0.26,18.09,Apparel,Online,Not Returned,Medium
807717,Backpack,31,2022-04-27 14:00,79.49,0.31,6.2,Electronics,In-store,Not Returned,Low
239741,Headphones,11,2022-04-27 15:00,5.06,0.4,8.4,Apparel,In-store,Not Returned,Low
737560,Office Chair,2,2022-04-27 16:00,17.54,0.23,17.79,Electronics,Online,Not Returned,Low
692190,Wall Clock,24,2022-04-27 17:00,75.58,0.45,7.49,Apparel,In-store,Not Returned,Low
512126,Desk Lamp,7,2022-04-27 18:00,49.01,0.15,12.05,Furniture,In-store,Returned,Medium
156959,Notebook,7,2022-04-27 19:00,76.31,0.09,22.0,Stationery,Online,Not Returned,High
720911,Wireless Mouse,24,2022-04-27 20:00,43.92,0.1,5.71,Accessories,Online,Not Returned,Low
755726,Office Chair,32,2022-04-27 21:00,28.75,0.39,25.84,Stationery,In-store,Not Returned,Low
672703,Wireless Mouse,47,2022-04-27 22:00,16.16,0.36,21.4,Apparel,In-store,Not Returned,Low
224716,Notebook,-4,2022-04-27 23:00,61.2,0.28,,Electronics,Online,Not Returned,High
483353,Blue Pen,-28,2022-04-28 00:00,55.52,0.38,,Stationery,Online,Not Returned,High
109907,Desk Lamp,32,2022-04-28 01:00,26.92,0.39,9.88,Furniture,Online,Not Returned,Medium
982257,Backpack,44,2022-04-28 02:00,26.91,0.27,17.17,Furniture,Online,Not Returned,High
657068,Backpack,25,2022-04-28 03:00,64.56,0.38,19.73,Accessories,In-store,Not Returned,Medium
551095,White Mug,44,2022-04-28 04:00,10.79,0.18,11.59,Accessories,Online,Not Returned,Medium
659373,Notebook,47,2022-04-28 05:00,94.54,0.38,10.11,Accessories,Online,Not Returned,Medium
558715,USB Cable,33,2022-04-28 06:00,61.04,0.35,28.92,Furniture,Online,Not Returned,Medium
906858,USB Cable,17,2022-04-28 07:00,55.92,0.45,9.67,Apparel,In-store,Not Returned,High
369629,Desk Lamp,33,2022-04-28 08:00,11.64,0.1,7.68,Apparel,Online,Not Returned,Low
411671,White Mug,24,2022-04-28 09:00,8.65,0.4,22.67,Furniture,In-store,Not Returned,High
329632,Wireless Mouse,38,2022-04-28 10:00,29.75,0.21,28.55,Accessories,In-store,Not Returned,High
880504,T-shirt,49,2022-04-28 11:00,85.76,0.33,28.86,Electronics,Online,Not Returned,Medium
870497,Office Chair,-33,2022-04-28 12:00,-79.56,1.7677047940196462,,Stationery,Online,Not Returned,High
191005,Blue Pen,16,2022-04-28 13:00,56.99,0.32,24.88,Accessories,In-store,Not Returned,High
682816,Wall Clock,-23,2022-04-28 14:00,-73.17,1.0589881796956075,,Apparel,In-store,Not Returned,Low
744919,Desk Lamp,6,2022-04-28 15:00,99.26,0.18,14.56,Furniture,Online,Not Returned,Medium
389943,Desk Lamp,27,2022-04-28 16:00,19.57,0.32,17.88,Apparel,In-store,Not Returned,High
878074,Wireless Mouse,38,2022-04-28 17:00,74.76,0.13,10.8,Accessories,Online,Not Returned,Medium
500662,Desk Lamp,11,2022-04-28 18:00,63.72,0.1,13.1,Furniture,In-store,Not Returned,High
281532,Wall Clock,29,2022-04-28 19:00,97.16,0.41,26.89,Stationery,Online,Not Returned,Low
456961,Wall Clock,30,2022-04-28 20:00,3.36,0.24,26.64,Furniture,In-store,Not Returned,High
420404,Office Chair,36,2022-04-28 21:00,16.59,0.29,12.66,Electronics,Online,Not Returned,High
245949,White Mug,27,2022-04-28 22:00,13.62,0.04,21.15,Electronics,In-store,Not Returned,Medium
359673,Backpack,7,2022-04-28 23:00,17.95,0.27,18.06,Accessories,Online,Not Returned,Low
517939,Wireless Mouse,2,2022-04-29 00:00,71.82,0.23,15.59,Accessories,Online,Not Returned,High
375087,USB Cable,9,2022-04-29 01:00,19.55,0.31,10.68,Accessories,In-store,Not Returned,Medium
503522,Office Chair,24,2022-04-29 02:00,63.47,0.08,28.64,Accessories,Online,Not Returned,High
267856,Wall Clock,28,2022-04-29 03:00,52.82,0.41,10.32,Accessories,Online,Not Returned,Medium
611844,Headphones,47,2022-04-29 04:00,43.72,0.46,18.33,Apparel,Online,Not Returned,High
483545,Notebook,46,2022-04-29 05:00,45.56,0.08,6.39,Stationery,Online,Not Returned,Low
775815,Backpack,19,2022-04-29 06:00,42.47,0.4,15.78,Furniture,In-store,Not Returned,High
321099,Wall Clock,15,2022-04-29 07:00,98.6,0.42,23.63,Apparel,In-store,Returned,Low
826808,Notebook,2,2022-04-29 08:00,98.83,0.19,10.78,Furniture,In-store,Not Returned,Medium
523190,Notebook,49,2022-04-29 09:00,32.29,0.29,16.92,Furniture,Online,Not Returned,Medium
127371,T-shirt,14,2022-04-29 10:00,23.11,0.11,13.32,Apparel,Online,Not Returned,Low
198746,Notebook,18,2022-04-29 11:00,20.61,0.34,20.13,Stationery,Online,Returned,High
725536,Wireless Mouse,10,2022-04-29 12:00,51.61,0.09,10.11,Stationery,Online,Returned,Low
788526,USB Cable,6,2022-04-29 13:00,80.25,0.4,6.17,Accessories,Online,Not Returned,Low
387871,Headphones,31,2022-04-29 14:00,50.0,0.24,12.32,Stationery,Online,Not Returned,Low
738288,Notebook,21,2022-04-29 15:00,98.59,0.35,16.1,Electronics,Online,Not Returned,Low
163969,Notebook,23,2022-04-29 16:00,94.04,0.05,21.81,Apparel,In-store,Not Returned,Low
521584,Headphones,17,2022-04-29 17:00,78.18,0.33,12.1,Electronics,Online,Not Returned,High
692819,Wall Clock,39,2022-04-29 18:00,83.28,0.19,18.16,Apparel,Online,Not Returned,Low
663385,Office Chair,34,2022-04-29 19:00,78.38,0.37,10.53,Apparel,In-store,Not Returned,Low
266056,Notebook,7,2022-04-29 20:00,84.43,0.42,8.92,Electronics,In-store,Not Returned,Low
675147,Wireless Mouse,-32,2022-04-29 21:00,-26.04,1.2868342941276838,,Electronics,Online,Returned,High
296300,Desk Lamp,1,2022-04-29 22:00,46.16,0.28,15.79,Electronics,Online,Not Returned,Low
585315,Backpack,18,2022-04-29 23:00,20.89,0.42,29.77,Electronics,Online,Not Returned,Low
777510,Office Chair,35,2022-04-30 00:00,59.23,0.4,7.91,Electronics,In-store,Not Returned,Medium
331944,Backpack,43,2022-04-30 01:00,32.45,0.22,23.38,Apparel,Online,Not Returned,Medium
156790,White Mug,47,2022-04-30 02:00,73.62,0.19,8.06,Apparel,In-store,Not Returned,High
952128,Headphones,3,2022-04-30 03:00,74.05,0.14,15.51,Furniture,In-store,Not Returned,Low
902080,Backpack,1,2022-04-30 04:00,93.14,0.14,25.79,Accessories,Online,Not Returned,High
161779,Desk Lamp,3,2022-04-30 05:00,92.26,0.21,23.11,Apparel,Online,Not Returned,High
206371,T-shirt,18,2022-04-30 06:00,15.97,0.08,13.67,Electronics,In-store,Not Returned,High
398816,Headphones,15,2022-04-30 07:00,20.14,0.07,27.91,Apparel,Online,Not Returned,Medium
431253,Wireless Mouse,14,2022-04-30 08:00,70.1,0.21,25.53,Accessories,In-store,Not Returned,Medium
134593,Blue Pen,37,2022-04-30 09:00,96.46,0.18,28.24,Stationery,Online,Not Returned,Low
507002,Office Chair,-15,2022-04-30 10:00,10.11,0.0,,Furniture,In-store,Returned,Low
587252,USB Cable,28,2022-04-30 11:00,49.54,0.03,25.93,Apparel,Online,Not Returned,High
896247,Notebook,16,2022-04-30 12:00,97.94,0.35,28.29,Apparel,Online,Not Returned,Low
786783,White Mug,29,2022-04-30 13:00,49.57,0.3,24.94,Stationery,In-store,Not Returned,Medium
592696,Notebook,19,2022-04-30 14:00,10.76,0.3,11.64,Apparel,In-store,Returned,Medium
907734,White Mug,24,2022-04-30 15:00,79.09,0.34,8.17,Furniture,In-store,Not Returned,High
292136,Wall Clock,20,2022-04-30 16:00,77.89,0.47,7.61,Stationery,In-store,Not Returned,Low
317872,Headphones,28,2022-04-30 17:00,30.3,0.24,14.25,Stationery,Online,Not Returned,Low
447284,USB Cable,21,2022-04-30 18:00,80.02,0.03,21.96,Accessories,In-store,Not Returned,High
783195,Wireless Mouse,23,2022-04-30 19:00,44.15,0.09,25.19,Furniture,In-store,Not Returned,Low
435500,Backpack,6,2022-04-30 20:00,25.66,0.01,26.26,Apparel,Online,Not Returned,High
673570,T-shirt,8,2022-04-30 21:00,10.62,0.39,5.94,Accessories,In-store,Returned,High
752739,Wireless Mouse,47,2022-04-30 22:00,36.24,0.19,17.2,Electronics,In-store,Not Returned,Low
808074,Notebook,11,2022-04-30 23:00,74.4,0.22,5.26,Furniture,In-store,Not Returned,Low
822395,T-shirt,37,2022-05-01 00:00,73.33,0.23,27.75,Stationery,Online,Not Returned,Medium
123814,Wireless Mouse,10,2022-05-01 01:00,77.23,0.45,6.0,Furniture,In-store,Returned,Low
255161,Desk Lamp,17,2022-05-01 02:00,93.43,0.38,26.35,Electronics,In-store,Not Returned,High
549047,Blue Pen,12,2022-05-01 03:00,48.86,0.21,11.01,Accessories,Online,Not Returned,Low
181673,Office Chair,17,2022-05-01 04:00,54.69,0.36,8.12,Accessories,Online,Not Returned,Medium
676228,Blue Pen,38,2022-05-01 05:00,62.61,0.3,26.74,Electronics,Online,Not Returned,Low
186796,Backpack,43,2022-05-01 06:00,56.22,0.47,10.11,Electronics,In-store,Not Returned,Low
136476,Desk Lamp,26,2022-05-01 07:00,96.33,0.35,27.29,Furniture,Online,Not Returned,Low
757129,Headphones,24,2022-05-01 08:00,16.96,0.39,27.72,Stationery,In-store,Not Returned,Medium
