event_date,variant_id,gender,age,impressions,users,clicks,purchases,revenue
2011-02-03,control,M,20s,29,1,29.0,369.0,610.16
2011-02-08,control,M,20s,136,3,136.0,1663.0,1900.9300000000007
2011-02-14,test,M,30s,44,1,44.0,178.0,284.34999999999997
2011-02-15,test,M,30s,15,1,15.0,61.0,156.0
2011-02-16,test,F,30s,11,3,11.0,168.0,279.43
2011-02-16,test,F,20s,37,2,37.0,443.0,720.4699999999999
2011-02-17,control,M,30s,6,1,6.0,146.0,152.70000000000002
2011-02-17,test,M,30s,61,1,61.0,759.0,326.39
2011-02-20,test,M,30s,24,1,24.0,361.0,400.45
2011-02-21,test,F,40s,38,1,38.0,545.0,1159.4700000000003
2011-02-22,test,M,20s,54,2,54.0,611.0,775.0400000000001
2011-02-22,test,M,30s,1,1,1.0,144.0,79.2
2011-03-02,control,F,50s,1,1,1.0,10.0,85.0
2011-03-07,control,M,20s,6,1,6.0,22.0,110.19999999999999
2011-03-09,test,M,20s,7,1,7.0,21.0,298.0
2011-03-09,test,M,30s,55,1,55.0,1566.0,1711.0600000000006
2011-03-16,control,M,20s,1,1,1.0,144.0,152.64
2011-03-20,control,F,20s,6,1,6.0,30.0,76.72
2011-03-22,control,M,20s,37,2,37.0,554.0,658.6500000000002
2011-03-23,control,F,50s,94,3,94.0,1125.0,1906.15
2011-04-06,control,M,50s,19,1,19.0,185.0,365.79
2011-04-07,test,F,40s,2,1,2.0,36.0,365.4
2011-04-08,test,M,40s,35,2,35.0,340.0,800.0699999999997
2011-04-11,test,M,50s,4,1,4.0,192.0,470.4
2011-04-14,test,M,40s,9,1,9.0,43.0,139.04999999999998
2011-04-18,control,M,30s,42,1,42.0,240.0,712.24
2011-04-18,control,M,20s,39,1,39.0,820.0,1026.6100000000001
2011-04-26,test,M,20s,21,2,21.0,166.0,413.26
2011-04-28,control,F,40s,10,1,10.0,79.0,226.85000000000002
2011-05-06,control,F,40s,55,2,55.0,594.0,769.43
2011-05-06,test,M,40s,40,3,40.0,634.0,870.57
2011-05-09,test,M,20s,50,2,50.0,329.0,804.9500000000003
2011-05-09,test,M,30s,30,2,30.0,293.0,416.16999999999996
2011-05-10,control,F,30s,18,2,18.0,140.0,298.56
2011-05-10,control,M,20s,207,5,207.0,2828.0,4734.159999999997
2011-05-10,control,F,20s,6,1,6.0,38.0,95.94000000000001
2011-05-13,control,F,40s,1,1,1.0,96.0,101.76
2011-05-15,test,F,50s,60,2,60.0,251.0,398.0800000000001
2011-05-17,test,F,20s,1,1,1.0,360.0,259.2
2011-05-19,control,F,50s,32,2,32.0,489.0,693.7200000000001
2011-05-20,control,M,50s,46,4,46.0,1769.0,2096.1099999999997
2011-05-20,test,F,30s,22,1,22.0,228.0,455.82000000000005
2011-05-23,control,M,20s,47,4,47.0,550.0,4078.020000000002
2011-05-26,control,F,50s,14,1,14.0,27.0,110.93999999999997
2011-06-03,test,M,20s,25,2,25.0,60.0,293.55
2011-06-05,test,M,40s,126,3,126.0,1835.0,3164.559999999997
2011-06-15,test,F,20s,1,1,1.0,96.0,171.84
2011-06-16,test,M,20s,3,1,3.0,204.0,181.55999999999997
2011-06-16,test,M,30s,15,1,15.0,209.0,212.47
2011-06-19,control,F,50s,29,2,29.0,91.0,462.65
2011-06-21,control,F,30s,3,1,3.0,4.0,7.7
2011-06-24,test,F,20s,9,1,9.0,73.0,185.64
2011-06-24,test,F,30s,9,1,9.0,37.0,168.54999999999998
2011-06-30,control,M,20s,25,1,25.0,67.0,161.89000000000001
2011-07-01,control,M,50s,15,1,15.0,202.0,410.9000000000001
2011-07-04,test,F,30s,124,1,124.0,407.0,609.8700000000002
2011-07-06,control,F,30s,50,2,50.0,323.0,490.9999999999999
2011-07-06,test,F,40s,11,1,11.0,99.0,197.22
2011-07-07,test,F,30s,6,1,6.0,12.0,97.5
2011-07-12,control,M,20s,26,1,26.0,444.0,367.36
2011-07-12,control,M,30s,5,1,5.0,752.0,757.6
2011-07-13,test,F,40s,19,1,19.0,334.0,660.0099999999999
2011-07-17,control,F,20s,9,1,9.0,118.0,189.57999999999998
2011-07-17,control,F,30s,91,3,91.0,479.0,1046.3400000000001
2011-07-19,test,M,40s,60,2,60.0,949.0,1321.5299999999995
2011-07-20,test,F,20s,19,1,19.0,321.0,293.07
2011-07-20,test,F,30s,55,1,55.0,114.0,193.23000000000002
2011-07-22,test,F,20s,14,1,14.0,110.0,214.62
2011-07-26,test,M,40s,28,1,28.0,309.0,462.7499999999999
2011-07-28,control,M,30s,9,1,9.0,99.0,141.15
2011-07-28,control,M,20s,8,2,8.0,72.0,127.56
2011-07-28,test,M,50s,8,1,8.0,512.0,1126.32
2011-08-02,control,F,50s,1,1,1.0,10.0,20.8
2011-08-04,test,M,40s,8,1,8.0,150.0,198.00000000000003
2011-08-04,control,F,40s,28,2,28.0,518.0,397.14
2011-08-05,control,F,30s,7,1,7.0,110.0,502.02
2011-08-05,control,F,20s,16,1,16.0,201.0,299.42
2011-08-08,control,M,20s,29,1,29.0,109.0,159.91999999999996
2011-08-09,test,F,30s,166,4,166.0,1294.0,1868.8600000000001
2011-08-14,control,M,50s,12,2,12.0,23.0,197.65000000000003
2011-08-17,test,M,50s,14,1,14.0,3276.0,7275.68
2011-08-19,control,M,40s,7,1,7.0,190.0,382.3
2011-08-22,control,F,30s,9,1,9.0,70.0,137.22
2011-08-22,control,M,50s,6,2,6.0,44.0,102.64000000000001
2011-08-22,control,F,20s,16,1,16.0,116.0,325.79999999999995
2011-08-25,test,F,40s,22,1,22.0,340.0,678.88
2011-08-28,test,F,30s,94,1,94.0,434.0,526.2600000000001
2011-09-02,control,M,20s,5,1,5.0,164.0,300.2
2011-09-02,test,M,40s,1,1,1.0,1.0,852.8
2011-09-05,test,M,40s,2,1,2.0,18.0,48.3
2011-09-07,test,F,30s,19,1,19.0,247.0,331.24
2011-09-07,test,F,20s,17,2,17.0,897.0,937.0300000000001
2011-09-08,test,M,50s,70,2,70.0,1409.0,1190.900000000001
2011-09-15,control,M,20s,15,1,15.0,1012.0,801.9400000000003
2011-09-15,control,M,30s,3,1,3.0,108.0,211.32
2011-09-16,control,M,50s,24,1,24.0,145.0,287.40000000000003
2011-09-26,test,F,40s,39,1,39.0,402.0,600.99
2011-09-29,control,M,50s,53,2,53.0,322.0,529.98
2011-09-29,test,M,50s,67,1,67.0,709.0,1117.8600000000004
2011-10-04,test,F,40s,14,1,14.0,426.0,1410.26
2011-10-04,control,F,50s,167,2,167.0,600.0,1257.8100000000002
2011-10-07,control,M,40s,16,1,16.0,208.0,321.74
2011-10-11,control,F,20s,41,3,41.0,451.0,654.5500000000001
2011-10-11,test,M,30s,16,1,16.0,158.0,264.96000000000004
2011-10-11,test,F,50s,25,2,25.0,369.0,672.6099999999999
2011-10-14,control,M,40s,15,1,15.0,307.0,400.15000000000003
2011-10-14,control,F,20s,12,1,12.0,226.0,294.78
2011-10-16,test,M,50s,8,1,8.0,69.0,127.2
2011-10-20,control,M,50s,54,3,54.0,1615.0,2002.0699999999997
2011-10-23,test,F,50s,51,1,51.0,237.0,353.2299999999999
2011-10-27,test,M,40s,2,1,2.0,8.0,13.200000000000001
2011-10-30,control,F,40s,63,1,63.0,232.0,289.5300000000002
2011-10-30,test,F,50s,22,2,22.0,284.0,639.53
2011-10-31,control,M,20s,2,1,2.0,154.0,76.96
2011-10-31,test,F,30s,149,3,149.0,897.0,1445.13
2011-11-01,control,M,20s,18,1,18.0,173.0,358.59
2011-11-02,test,F,50s,7,1,7.0,1400.0,504.0
2011-11-03,control,M,50s,46,1,46.0,472.0,998.7200000000004
2011-11-06,test,F,20s,183,3,183.0,1231.0,1994.6900000000003
2011-11-10,test,M,50s,43,1,43.0,150.0,171.53
2011-11-14,test,M,40s,125,2,125.0,665.0,756.3300000000003
2011-11-17,control,F,20s,74,5,74.0,774.0,1261.1500000000005
2011-11-18,test,F,40s,17,1,17.0,120.0,295.88
2011-11-21,control,M,20s,23,2,23.0,47.0,172.91000000000003
2011-11-21,control,M,30s,125,5,125.0,1127.0,1563.4700000000003
2011-11-22,test,F,20s,62,2,62.0,1120.0,975.4300000000006
2011-11-22,test,F,30s,26,1,26.0,458.0,580.38
2011-11-24,control,F,40s,113,3,113.0,350.0,536.6400000000001
2011-11-25,control,M,20s,42,2,42.0,582.0,926.1
2011-11-25,control,M,30s,49,1,49.0,299.0,365.33
2011-11-28,test,F,20s,65,2,65.0,234.0,536.67
2011-11-28,test,F,30s,94,2,94.0,1537.0,1699.8799999999999
2011-11-28,test,M,50s,23,2,23.0,263.0,373.22
2011-11-29,control,M,50s,29,1,29.0,378.0,574.98
2011-11-30,control,M,50s,60,4,60.0,310.0,524.6899999999999
2011-12-05,control,M,20s,83,1,83.0,236.0,303.2899999999998
2011-12-05,control,M,30s,51,3,51.0,491.0,735.0400000000003
2011-12-07,control,F,30s,27,2,27.0,207.0,390.32000000000005
2011-12-07,control,F,20s,1,1,1.0,1.0,15.0
2011-12-07,test,M,50s,42,1,42.0,175.0,245.01999999999998
2010-12-03,test,F,20s,1,1,1.0,120.0,1314.0
2010-12-03,test,F,30s,29,1,29.0,136.0,339.5399999999999
2010-12-05,test,F,50s,71,2,71.0,269.0,526.31
2010-12-06,control,M,30s,26,2,26.0,113.0,278.4
2010-12-06,control,F,40s,45,2,45.0,494.0,636.61
2010-12-06,control,M,20s,17,2,17.0,139.0,314.04999999999995
2010-12-09,control,M,40s,33,2,33.0,333.0,864.6499999999999
2010-12-13,control,M,40s,10,1,10.0,73.0,177.35000000000002
2010-12-15,control,F,40s,4,1,4.0,132.0,67.24
2010-12-16,test,F,20s,32,2,32.0,622.0,518.8199999999999
2010-12-16,test,F,30s,38,4,38.0,530.0,1305.66
2010-12-17,control,F,50s,10,1,10.0,146.0,415.7
2010-12-19,test,M,40s,17,1,17.0,56.0,193.63999999999996
2010-12-21,test,M,50s,4,1,4.0,236.0,479.4
2011-01-09,control,M,30s,25,1,25.0,93.0,145.5
2011-01-10,control,M,50s,1,1,1.0,200.0,212.0
2011-01-12,test,M,20s,29,1,29.0,197.0,492.6499999999999
2011-01-12,test,M,30s,1,1,1.0,1.0,0.85
2011-01-17,control,M,20s,56,2,56.0,278.0,769.7200000000001
2011-01-20,test,M,50s,5,1,5.0,309.0,957.63
2011-01-21,test,F,40s,2,1,2.0,3.0,8.25
2011-01-23,test,M,50s,41,1,41.0,67.0,162.99999999999997
2011-01-25,control,F,40s,28,1,28.0,153.0,355.12
2011-02-01,test,M,40s,44,3,44.0,251.0,645.1100000000004
2011-02-04,control,M,50s,7,1,7.0,2910.0,1987.6200000000001
2011-02-06,control,M,30s,19,1,19.0,34.0,108.07
2011-02-08,control,M,40s,40,1,40.0,224.0,449.97999999999996
2011-02-14,test,M,40s,23,1,23.0,222.0,317.11999999999995
2011-02-14,test,F,30s,20,1,20.0,61.0,151.67999999999998
2011-02-16,test,F,40s,7,1,7.0,144.0,363.36
2011-02-17,control,M,40s,27,2,27.0,224.0,350.09999999999997
2011-02-21,test,F,30s,15,2,15.0,129.0,400.40000000000003
2011-02-22,test,M,40s,71,3,71.0,4408.0,4048.499999999999
2011-02-24,test,F,20s,29,2,29.0,448.0,520.08
2011-03-01,control,M,20s,55,3,55.0,1416.0,3137.21
2011-03-03,test,F,50s,5,1,5.0,347.0,482.81000000000006
2011-03-07,test,M,50s,37,1,37.0,313.0,638.6499999999999
2011-03-08,control,M,50s,19,1,19.0,169.0,301.40000000000003
2011-03-09,test,M,40s,10,1,10.0,90.0,210.89999999999998
2011-03-11,control,M,20s,69,3,69.0,733.0,1050.79
2011-03-11,control,M,30s,5,1,5.0,84.0,156.6
2011-03-20,test,F,50s,22,2,22.0,280.0,915.6199999999999
2011-03-22,control,M,40s,27,1,27.0,112.0,198.02
2011-04-01,control,M,50s,35,1,35.0,101.0,292.84999999999997
2011-04-01,test,F,50s,1,1,1.0,40.0,102.0
2011-04-08,test,M,20s,6,1,6.0,66.0,213.80000000000004
2011-04-08,control,M,50s,31,1,31.0,262.0,609.74
2011-04-13,test,F,30s,23,1,23.0,3500.0,4018.3599999999997
2011-04-14,test,M,20s,113,3,113.0,958.0,2072.62
2011-04-19,control,M,50s,34,1,34.0,478.0,429.57000000000005
2011-04-20,test,F,40s,62,4,62.0,707.0,1497.9599999999996
2011-04-20,control,M,30s,27,2,27.0,198.0,423.98000000000025
2011-04-26,test,M,40s,138,2,138.0,1757.0,2225.7400000000007
2011-04-27,test,M,30s,37,1,37.0,150.0,228.14999999999995
2011-04-27,test,M,20s,30,1,30.0,320.0,506.37999999999994
2011-04-27,control,F,30s,8,1,8.0,94.0,154.66000000000003
2011-04-28,control,M,50s,46,2,46.0,429.0,880.7399999999999
2011-04-28,control,F,30s,35,1,35.0,64.0,222.47
2011-05-06,test,F,30s,59,2,59.0,179.0,484.97
2011-05-06,control,F,30s,5,1,5.0,21.0,93.75
2011-05-06,test,M,30s,17,1,17.0,60.0,90.12
2011-05-10,control,M,40s,6,1,6.0,90.0,404.7
2011-05-10,control,F,40s,78,3,78.0,847.0,1203.18
2011-05-12,test,M,50s,26,2,26.0,633.0,910.52
2011-05-13,control,F,20s,89,2,89.0,289.0,424.2499999999999
2011-05-18,test,F,30s,44,2,44.0,4649.0,6620.269999999997
2011-05-18,test,F,20s,6,1,6.0,101.0,157.9
2011-05-20,test,F,40s,24,3,24.0,342.0,870.8199999999998
2011-05-22,control,M,20s,34,2,34.0,98.0,326.84000000000003
2011-05-23,control,M,40s,7,1,7.0,424.0,698.8800000000001
2011-05-29,control,M,50s,30,1,30.0,258.0,582.7299999999999
2011-06-05,test,M,20s,25,1,25.0,100.0,302.42
2011-06-08,control,M,30s,9,1,9.0,55.0,151.95000000000002
2011-06-08,control,M,20s,41,1,41.0,82.0,193.20000000000007
2011-06-14,control,M,30s,13,1,13.0,748.0,1393.4799999999998
2011-06-19,control,M,50s,33,1,33.0,81.0,382.9
2011-06-24,control,F,40s,15,1,15.0,168.0,497.9
2011-06-24,test,F,40s,11,2,11.0,330.0,471.4
2011-06-27,test,F,30s,107,1,107.0,324.0,447.5999999999998
2011-06-30,test,F,20s,30,2,30.0,8469.0,19817.079999999998
2011-06-30,test,F,30s,58,1,58.0,207.0,306.28999999999985
2011-06-30,control,M,40s,29,1,29.0,309.0,482.5999999999999
2011-07-06,test,F,30s,67,1,67.0,85.0,197.8699999999999
2011-07-06,control,F,40s,9,1,9.0,74.0,167.50000000000003
2011-07-10,test,F,50s,31,1,31.0,235.0,198.56
2011-07-11,control,M,30s,40,1,40.0,372.0,793.8799999999999
2011-07-11,control,F,20s,55,1,55.0,489.0,631.6500000000001
2011-07-12,control,M,40s,31,1,31.0,164.0,263.38
2011-07-13,test,F,30s,42,1,42.0,581.0,610.0100000000001
2011-07-13,test,F,20s,48,1,48.0,97.0,105.78000000000004
2011-07-18,control,M,50s,30,3,30.0,554.0,779.0299999999999
2011-07-19,test,M,30s,30,1,30.0,248.0,554.84
2011-07-19,test,M,20s,4,1,4.0,172.0,186.20000000000002
2011-07-20,test,F,40s,38,1,38.0,55.0,111.04000000000006
2011-07-22,test,F,40s,13,2,13.0,192.0,511.13999999999993
2011-07-25,test,M,50s,13,2,13.0,164.0,297.34000000000003
2011-07-26,test,M,20s,18,1,18.0,290.0,625.1
2011-07-31,control,F,50s,269,2,269.0,1003.0,1132.4599999999987
2011-08-04,control,F,20s,24,1,24.0,230.0,496.24
2011-08-15,control,F,50s,17,1,17.0,186.0,434.74
2011-08-19,control,M,20s,4,1,4.0,49.0,138.68
2011-08-22,test,F,50s,69,2,69.0,756.0,1191.55
2011-08-22,control,F,40s,18,1,18.0,210.0,409.76
2011-08-25,control,M,50s,9,1,9.0,90.0,341.1
2011-08-25,test,F,20s,17,2,17.0,378.0,534.51
2011-08-25,test,F,30s,63,3,63.0,256.0,892.6700000000003
2011-08-28,test,F,40s,46,1,46.0,110.0,259.93
2011-08-31,control,F,30s,2,1,2.0,49.0,219.0
2011-09-05,test,M,20s,26,1,26.0,307.0,497.61000000000007
2011-09-11,control,M,50s,18,1,18.0,186.0,305.62
2011-09-14,control,F,30s,1,1,1.0,216.0,228.96
2011-09-15,control,F,20s,79,2,79.0,485.0,1066.45
2011-09-15,control,M,40s,31,1,31.0,119.0,244.70000000000002
2011-09-19,control,M,50s,25,2,25.0,251.0,576.8700000000001
2011-09-26,test,F,30s,47,1,47.0,204.0,183.54
2011-09-30,control,F,50s,30,1,30.0,293.0,618.59
2011-10-04,test,F,20s,5,1,5.0,202.0,520.54
2011-10-07,control,M,20s,28,1,28.0,160.0,291.26000000000005
2011-10-11,test,M,40s,58,1,58.0,183.0,399.24999999999994
2011-10-14,control,M,20s,15,1,15.0,1006.0,3528.34
2011-10-17,test,F,50s,46,2,46.0,328.0,418.6699999999999
2011-10-18,control,M,50s,73,3,73.0,1096.0,1248.8300000000004
2011-10-18,test,F,40s,13,1,13.0,87.0,211.92999999999998
2011-10-19,control,M,50s,29,2,29.0,782.0,694.1600000000002
2011-10-19,control,F,50s,6,1,6.0,269.0,318.8
2011-10-25,test,F,50s,15,1,15.0,330.0,733.94
2011-10-27,test,M,20s,36,2,36.0,479.0,791.0000000000002
2011-10-30,control,F,20s,21,1,21.0,51.0,149.30999999999995
2011-10-30,control,F,30s,48,2,48.0,779.0,1195.0899999999997
2011-10-31,test,F,40s,1,1,1.0,1.0,15.0
2011-11-01,control,M,40s,70,4,70.0,944.0,1922.7800000000004
2011-11-03,test,M,20s,25,2,25.0,227.0,482.75
2011-11-07,control,F,50s,69,3,69.0,554.0,1258.6599999999999
2011-11-09,control,F,50s,123,3,123.0,1216.0,1433.0800000000013
2011-11-10,control,F,50s,209,3,209.0,1026.0,1545.3600000000015
2011-11-11,control,M,20s,174,4,174.0,3305.0,5018.459999999999
2011-11-14,test,M,20s,19,1,19.0,61.0,137.57999999999998
2011-11-14,test,M,30s,24,2,24.0,231.0,525.62
2011-11-18,control,F,30s,1,1,1.0,40.0,102.0
2011-11-18,test,F,30s,87,1,87.0,135.0,314.08000000000004
2011-11-21,control,M,40s,47,1,47.0,110.0,192.39999999999998
2011-11-22,test,F,40s,14,1,14.0,137.0,221.36000000000004
2011-11-24,control,F,20s,54,1,54.0,351.0,521.21
2011-11-25,control,M,40s,4,1,4.0,92.0,107.0
2011-11-27,control,F,40s,52,1,52.0,104.0,267.75999999999993
2011-11-27,test,M,50s,39,1,39.0,359.0,426.37
2011-11-28,test,F,40s,33,3,33.0,417.0,448.23999999999995
2011-12-07,control,F,40s,37,3,37.0,307.0,577.4200000000002
2010-12-02,test,M,50s,80,4,80.0,1157.0,1883.8299999999997
2010-12-02,test,F,50s,127,2,127.0,332.0,675.05
2010-12-03,control,M,20s,9,1,9.0,222.0,215.58
2010-12-03,control,M,30s,39,1,39.0,343.0,754.8700000000003
2010-12-05,control,F,50s,190,4,190.0,604.0,1144.8500000000015
2010-12-06,test,F,20s,83,2,83.0,236.0,526.4400000000002
2010-12-06,test,F,30s,46,1,46.0,132.0,406.6899999999997
2010-12-09,test,M,40s,26,2,26.0,190.0,614.5299999999999
2010-12-10,test,F,30s,7,1,7.0,56.0,106.4
2010-12-12,test,F,50s,63,2,63.0,295.0,579.2699999999999
2010-12-15,test,F,30s,21,2,21.0,68.0,208.16
2010-12-16,control,F,50s,34,2,34.0,185.0,440.99999999999994
2010-12-19,test,F,30s,46,2,46.0,1028.0,2345.9599999999987
2010-12-20,control,M,20s,8,1,8.0,45.0,134.14
2010-12-23,control,M,20s,20,1,20.0,65.0,256.61
2011-01-04,test,F,30s,84,2,84.0,266.0,801.5699999999998
2011-01-06,control,F,20s,17,1,17.0,711.0,563.1500000000001
2011-01-06,test,M,40s,45,1,45.0,95.0,317.05999999999995
2011-01-10,test,M,20s,42,1,42.0,246.0,646.5399999999998
2011-01-10,control,F,20s,13,1,13.0,522.0,402.65999999999997
2011-01-11,test,F,20s,17,1,17.0,144.0,252.42000000000004
2011-01-11,control,F,50s,13,1,13.0,92.0,355.8
2011-01-14,control,F,30s,6,1,6.0,76.0,127.80000000000001
2011-01-14,control,M,50s,45,2,45.0,584.0,909.2199999999999
2011-01-19,test,M,20s,41,1,41.0,758.0,740.3899999999998
2011-01-20,control,M,40s,64,3,64.0,423.0,785.0500000000001
2011-01-21,control,M,20s,115,3,115.0,2554.0,8681.720000000001
2011-01-26,control,F,30s,2,1,2.0,128.0,326.4
2011-01-26,control,F,20s,20,2,20.0,287.0,365.8
2011-01-27,test,F,40s,50,1,50.0,231.0,316.21000000000004
2011-01-28,test,M,40s,18,2,18.0,83.0,344.16
2011-01-31,test,F,30s,23,1,23.0,35.0,93.60000000000001
2011-02-02,test,M,20s,4,2,4.0,4.0,21.849999999999998
2011-02-07,test,F,50s,11,1,11.0,99.0,182.85000000000002
2011-02-10,test,M,30s,9,1,9.0,59.0,168.35
2011-02-10,test,M,20s,2,1,2.0,184.0,160.4
2011-02-10,control,M,30s,84,1,84.0,344.0,510.9999999999999
2011-02-11,test,M,50s,1,1,1.0,2400.0,2256.0
2011-02-13,control,M,50s,25,1,25.0,382.0,981.9000000000001
2011-02-14,control,F,30s,21,1,21.0,27.0,101.45000000000005
2011-02-15,test,F,40s,22,2,22.0,193.0,824.85
2011-02-22,test,F,50s,19,1,19.0,393.0,487.75
2011-02-24,control,M,30s,23,1,23.0,139.0,405.0300000000001
2011-02-27,test,M,20s,10,1,10.0,73.0,145.05
2011-03-13,test,M,20s,23,1,23.0,47.0,183.24999999999997
2011-03-16,control,F,50s,22,1,22.0,166.0,352.59999999999997
2011-03-20,test,M,30s,41,3,41.0,443.0,669.3899999999998
2011-03-20,test,M,20s,31,1,31.0,371.0,986.7500000000002
2011-03-21,test,M,30s,52,2,52.0,151.0,262.6699999999999
2011-03-21,test,M,20s,40,1,40.0,259.0,614.8500000000003
2011-03-23,test,F,40s,7,1,7.0,192.0,330.24
2011-03-25,control,F,30s,7,1,7.0,34.0,102.69999999999999
2011-03-25,control,F,20s,17,1,17.0,215.0,194.92000000000002
2011-03-27,control,M,40s,90,1,90.0,322.0,609.9500000000002
2011-03-29,control,M,50s,41,3,41.0,425.0,877.9500000000003
2011-03-30,test,M,30s,14,1,14.0,488.0,611.94
2011-03-30,control,M,50s,3,1,3.0,31.0,116.45
2011-03-31,test,M,30s,4,1,4.0,26.0,61.10000000000001
2011-04-04,test,F,50s,7,1,7.0,27.0,124.15
2011-04-05,test,M,40s,16,1,16.0,145.0,335.07
2011-04-07,test,M,20s,1,1,1.0,16.0,175.2
2011-04-08,test,F,50s,5,1,5.0,39.0,129.45
2011-04-08,control,F,20s,1,1,1.0,1.0,1867.86
2011-04-08,control,F,30s,32,1,32.0,311.0,431.78000000000003
2011-04-11,test,F,30s,86,1,86.0,217.0,380.34000000000026
2011-04-12,control,M,30s,86,3,86.0,2380.0,3925.7899999999995
2011-04-13,control,M,50s,138,4,138.0,846.0,1556.7199999999996
2011-04-15,control,F,30s,24,2,24.0,180.0,469.1999999999999
2011-04-15,control,M,50s,21,1,21.0,161.0,328.15
2011-04-17,test,F,40s,1,1,1.0,1.0,2.1
2011-04-18,test,M,40s,63,1,63.0,362.0,484.2499999999999
2011-04-19,test,F,50s,52,2,52.0,526.0,825.8399999999995
2011-04-26,control,F,50s,56,1,56.0,291.0,285.37
2011-04-28,test,M,50s,16,1,16.0,161.0,112.25000000000004
2011-05-03,test,M,40s,18,1,18.0,160.0,288.59999999999997
2011-05-05,control,M,20s,20,1,20.0,78.0,239.52000000000004
2011-05-05,control,F,50s,62,3,62.0,404.0,914.4000000000002
2011-05-06,control,M,40s,13,2,13.0,306.0,377.29
2011-05-13,control,M,50s,17,1,17.0,166.0,333.8
2011-05-20,control,F,40s,6,1,6.0,41.0,118.55
2011-05-20,test,M,50s,42,1,42.0,333.0,691.54
2011-05-24,control,F,20s,5,1,5.0,100.0,339.70000000000005
2011-05-25,control,M,30s,10,1,10.0,35.0,152.35000000000002
2011-05-25,control,M,20s,29,1,29.0,464.0,714.7700000000002
2011-06-05,control,M,50s,31,1,31.0,290.0,493.6800000000001
2011-06-06,test,M,50s,4,1,4.0,324.0,612.0
2011-06-06,control,F,20s,1,1,1.0,10.0,57.5
2011-06-07,control,M,20s,71,3,71.0,2129.0,2945.1600000000008
2011-06-08,control,F,30s,9,1,9.0,260.0,320.9200000000001
2011-06-13,control,F,30s,17,2,17.0,123.0,267.1300000000001
2011-06-14,test,F,50s,14,1,14.0,132.0,306.46
2011-06-14,control,F,20s,119,2,119.0,364.0,1076.1399999999999
2011-06-16,control,M,50s,31,1,31.0,320.0,455.30000000000007
2011-06-19,test,F,50s,3,1,3.0,30.0,88.50000000000001
2011-06-27,test,M,40s,30,1,30.0,271.0,510.45
2011-06-28,test,M,50s,8,1,8.0,792.0,1883.6000000000001
2011-06-29,test,F,40s,14,1,14.0,270.0,406.4599999999999
2011-07-08,control,F,40s,39,2,39.0,238.0,525.34
2011-07-12,test,F,50s,12,1,12.0,89.0,204.34999999999997
2011-07-14,test,M,40s,44,2,44.0,556.0,1034.2500000000002
2011-07-17,test,M,30s,30,1,30.0,236.0,201.25000000000003
2011-07-18,test,F,40s,11,1,11.0,84.0,183.5
2011-07-22,control,M,50s,29,1,29.0,520.0,649.4599999999999
2011-07-24,control,M,50s,25,2,25.0,242.0,432.43000000000006
2011-07-24,control,F,20s,1,1,1.0,96.0,244.8
2011-07-27,control,F,30s,21,1,21.0,249.0,445.8500000000001
2011-07-27,test,F,30s,58,1,58.0,142.0,252.22
2011-07-28,control,F,50s,43,2,43.0,760.0,1145.5199999999993
2011-07-29,test,M,30s,66,2,66.0,799.0,1036.7199999999998
2011-07-29,control,M,40s,8,1,8.0,28.0,139.6
2011-07-29,test,M,20s,14,2,14.0,77.0,215.85
2011-08-01,control,F,50s,14,1,14.0,220.0,457.60000000000014
2011-08-03,test,M,50s,8,1,8.0,699.0,1202.22
2011-08-05,test,M,40s,30,3,30.0,347.0,575.6700000000001
2011-08-12,test,M,40s,13,1,13.0,195.0,210.05
2011-08-15,test,F,20s,20,1,20.0,51.0,68.08000000000001
2011-08-19,test,M,40s,30,1,30.0,240.0,534.7000000000002
2011-08-22,test,M,30s,79,1,79.0,629.0,319.55
2011-08-22,test,M,20s,17,1,17.0,192.0,931.4999999999999
2011-08-23,control,M,20s,43,1,43.0,100.0,128.31
2011-08-23,control,M,30s,40,2,40.0,382.0,478.36999999999995
2011-08-24,control,M,40s,4,1,4.0,264.0,116.88
2011-08-25,control,F,50s,44,4,44.0,686.0,1037.42
2011-08-26,control,M,50s,9,1,9.0,234.0,191.10000000000002
2011-08-31,test,M,40s,11,1,11.0,821.0,1475.44
2011-09-01,control,F,30s,4,1,4.0,25.0,77.31
2011-09-04,control,M,50s,29,1,29.0,85.0,313.05
2011-09-11,test,M,30s,37,3,37.0,878.0,2303.7199999999993
2011-09-11,test,F,40s,20,1,20.0,108.0,277.55
2011-09-12,test,M,30s,18,1,18.0,422.0,309.70000000000005
2011-09-12,test,F,50s,38,1,38.0,294.0,705.7399999999999
2011-09-14,test,F,20s,5,1,5.0,250.0,621.6600000000001
2011-09-14,test,F,30s,54,1,54.0,107.0,237.19
2011-09-15,test,F,40s,32,2,32.0,476.0,549.1
2011-09-19,control,F,40s,11,1,11.0,48.0,275.0
2011-09-20,test,M,50s,26,2,26.0,1544.0,3276.12
2011-09-22,test,M,20s,32,1,32.0,171.0,275.4000000000001
2011-10-05,control,M,20s,53,3,53.0,992.0,1078.69
2011-10-05,test,M,20s,29,3,29.0,306.0,562.66
2011-10-05,control,M,30s,28,1,28.0,128.0,354.15
2011-10-05,test,M,30s,36,1,36.0,190.0,299.4099999999999
2011-10-07,test,F,30s,154,3,154.0,633.0,1708.1999999999998
