InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
408479,SKU_1220,Backpack,37.00,2023-08-02 21:00,67.11,80927.00,Portugal,0.04,Bank Transfer,14.82,Apparel,Online,Not Returned,UPS,Paris,Low
979319,SKU_1593,Office Chair,40.00,2023-08-02 22:00,66.55,15865.00,Sweden,0.31,Bank Transfer,19.47,Accessories,Online,Not Returned,Royal Mail,Rome,High
597502,SKU_1988,Desk Lamp,41.00,2023-08-02 23:00,40.24,57706.00,United Kingdom,0.28,paypall,6.49,Accessories,In-store,Not Returned,UPS,Rome,Low
883783,SKU_1590,USB Cable,18.00,2023-08-03 00:00,60.98,48933.00,Portugal,0.22,paypall,24.28,Accessories,In-store,Not Returned,FedEx,London,High
526484,SKU_1497,T-shirt,25.00,2023-08-03 01:00,61.73,55725.00,Portugal,0.33,paypall,14.94,Accessories,In-store,Not Returned,FedEx,Rome,Low
821911,SKU_1812,Wall Clock,8.00,2023-08-03 02:00,22.32,69795.00,France,0.02,Bank Transfer,26.71,Furniture,In-store,Not Returned,FedEx,Rome,Medium
339901,SKU_1158,Office Chair,39.00,2023-08-03 03:00,65.85,71842.00,Australia,0.33,paypall,18.63,Furniture,In-store,Returned,FedEx,Paris,Medium
255561,SKU_1142,Wireless Mouse,16.00,2023-08-03 04:00,63.27,83715.00,Italy,0.13,Bank Transfer,7.12,Furniture,In-store,Not Returned,DHL,Paris,Low
814758,SKU_1825,Notebook,29.00,2023-08-03 05:00,41.55,22486.00,Australia,0.27,Bank Transfer,12.25,Stationery,Online,Not Returned,Royal Mail,Berlin,High
464411,SKU_1044,Office Chair,7.00,2023-08-03 07:00,70.82,81564.00,Australia,0.42,Bank Transfer,25.78,Apparel,In-store,Not Returned,Royal Mail,Rome,High
809830,SKU_1450,Wall Clock,14.00,2023-08-03 08:00,40.48,21076.00,Spain,0.14,paypall,6.76,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
439546,SKU_1235,Blue Pen,25.00,2023-08-03 09:00,69.21,57559.00,Sweden,0.35,Bank Transfer,21.12,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
210551,SKU_1681,Office Chair,37.00,2023-08-03 10:00,59.15,85873.00,Spain,0.23,Credit Card,25.63,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
987442,SKU_1224,Blue Pen,19.00,2023-08-03 11:00,20.68,60522.00,Spain,0.10,Credit Card,17.64,Furniture,In-store,Not Returned,DHL,London,High
180808,SKU_1407,Desk Lamp,2.00,2023-08-03 12:00,93.32,53714.00,Netherlands,0.29,paypall,24.21,Accessories,Online,Not Returned,UPS,London,Medium
745111,SKU_1293,White Mug,19.00,2023-08-03 13:00,55.24,26363.00,Australia,0.02,Bank Transfer,25.21,Stationery,Online,Not Returned,DHL,Amsterdam,High
525377,SKU_1818,Blue Pen,2.00,2023-08-03 14:00,15.01,25158.00,Sweden,0.42,paypall,7.83,Electronics,Online,Not Returned,UPS,Rome,High
220469,SKU_1279,Headphones,24.00,2023-08-03 15:00,44.79,81795.00,United States,0.27,Bank Transfer,12.16,Stationery,In-store,Not Returned,UPS,Rome,Medium
822995,SKU_1972,T-shirt,10.00,2023-08-03 16:00,28.42,47945.00,Italy,0.39,Credit Card,5.88,Apparel,Online,Not Returned,UPS,Rome,Low
434066,SKU_1602,Headphones,13.00,2023-08-03 17:00,7.17,57523.00,Norway,0.41,Bank Transfer,16.40,Accessories,Online,Not Returned,FedEx,London,High
433018,SKU_1416,T-shirt,37.00,2023-08-03 18:00,39.89,68809.00,Netherlands,0.39,Bank Transfer,9.69,Stationery,Online,Returned,FedEx,Rome,Low
422505,SKU_1146,White Mug,1.00,2023-08-03 19:00,98.86,69792.00,Italy,0.12,paypall,29.03,Electronics,In-store,Not Returned,UPS,London,Medium
173836,SKU_1792,Wireless Mouse,15.00,2023-08-03 20:00,96.23,49628.00,United Kingdom,0.44,Credit Card,17.09,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
291838,SKU_1581,Office Chair,7.00,2023-08-03 21:00,36.77,12546.00,Sweden,0.28,Credit Card,6.73,Stationery,In-store,Not Returned,UPS,Paris,High
252472,SKU_1992,Wireless Mouse,40.00,2023-08-03 22:00,19.26,0.00,Norway,0.12,Bank Transfer,20.12,Furniture,Online,Not Returned,UPS,,Medium
911073,SKU_1984,USB Cable,16.00,2023-08-03 23:00,20.36,60678.00,United Kingdom,0.02,Credit Card,10.30,Electronics,Online,Not Returned,UPS,London,Low
807593,SKU_1470,Headphones,7.00,2023-08-04 00:00,96.09,77760.00,Norway,0.29,Bank Transfer,13.62,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
694121,SKU_1048,Headphones,18.00,2023-08-04 01:00,30.63,87366.00,Norway,0.15,paypall,10.27,Accessories,In-store,Returned,Royal Mail,Berlin,High
351673,SKU_1016,White Mug,28.00,2023-08-04 02:00,34.95,16466.00,Norway,0.21,Bank Transfer,6.11,Stationery,Online,Returned,UPS,Paris,High
512548,SKU_1148,Blue Pen,14.00,2023-08-04 03:00,53.55,13268.00,France,0.01,paypall,15.71,Accessories,In-store,Not Returned,DHL,London,Low
483043,SKU_1554,White Mug,17.00,2023-08-04 04:00,21.34,88234.00,Spain,0.05,Bank Transfer,14.94,Electronics,In-store,Not Returned,FedEx,Berlin,Low
213398,SKU_1211,White Mug,23.00,2023-08-04 05:00,82.04,68606.00,United Kingdom,0.31,Credit Card,26.97,Stationery,In-store,Not Returned,UPS,Rome,High
508417,SKU_1715,Backpack,23.00,2023-08-04 06:00,71.75,77842.00,Norway,0.43,Bank Transfer,27.73,Accessories,Online,Not Returned,Royal Mail,Paris,Medium
538598,SKU_1716,T-shirt,24.00,2023-08-04 07:00,77.83,94313.00,Portugal,0.06,Credit Card,5.74,Stationery,In-store,Not Returned,UPS,Paris,Medium
670417,SKU_1849,Wall Clock,21.00,2023-08-04 08:00,49.19,24604.00,Portugal,0.34,paypall,17.82,Furniture,Online,Not Returned,UPS,Paris,Medium
702634,SKU_1062,Backpack,26.00,2023-08-04 10:00,43.20,54180.00,Sweden,0.44,paypall,10.91,Apparel,Online,Not Returned,DHL,Paris,Low
680913,SKU_1544,White Mug,29.00,2023-08-04 12:00,64.12,24660.00,Sweden,0.44,Bank Transfer,8.21,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
402471,SKU_1962,Office Chair,7.00,2023-08-04 13:00,80.34,67818.00,Germany,0.13,Credit Card,5.31,Accessories,In-store,Not Returned,DHL,Paris,Low
250651,SKU_1720,Notebook,17.00,2023-08-04 14:00,53.34,65067.00,Portugal,0.05,Credit Card,25.81,Accessories,Online,Not Returned,DHL,London,Low
645771,SKU_1486,Headphones,11.00,2023-08-04 15:00,43.20,42312.00,United States,0.40,Credit Card,28.97,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium
957312,SKU_1479,Headphones,37.00,2023-08-04 16:00,83.83,52967.00,Australia,0.38,Credit Card,29.55,Accessories,Online,Not Returned,FedEx,Rome,Low
108947,SKU_1784,USB Cable,25.00,2023-08-04 17:00,7.68,86873.00,France,0.38,paypall,17.34,Furniture,In-store,Not Returned,UPS,Rome,Medium
240605,SKU_1687,Wall Clock,41.00,2023-08-04 18:00,17.98,21140.00,Spain,0.24,Bank Transfer,25.65,Electronics,Online,Returned,DHL,Paris,High
403060,SKU_1664,USB Cable,8.00,2023-08-04 20:00,41.75,42689.00,Netherlands,0.11,paypall,11.05,Furniture,Online,Not Returned,UPS,Berlin,Low
540139,SKU_1455,T-shirt,4.00,2023-08-04 21:00,89.36,0.00,Norway,0.48,Bank Transfer,5.87,Stationery,Online,Not Returned,UPS,Berlin,Low
573945,SKU_1510,Backpack,37.00,2023-08-04 22:00,15.95,17963.00,France,0.50,paypall,18.99,Furniture,In-store,Returned,DHL,Amsterdam,High
560133,SKU_1354,Blue Pen,37.00,2023-08-05 00:00,64.08,41797.00,Netherlands,0.08,Credit Card,27.63,Furniture,Online,Not Returned,UPS,London,High
351362,SKU_1699,Backpack,14.00,2023-08-05 01:00,15.68,0.00,Germany,0.48,Bank Transfer,18.33,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low
369156,SKU_1796,USB Cable,48.00,2023-08-05 02:00,73.61,21590.00,Germany,0.49,Credit Card,19.75,Stationery,In-store,Not Returned,DHL,London,Low
115213,SKU_1011,Desk Lamp,14.00,2023-08-05 03:00,74.26,69528.00,Belgium,0.03,Bank Transfer,18.93,Apparel,Online,Returned,DHL,London,Low
246284,SKU_1355,Blue Pen,23.00,2023-08-05 04:00,54.60,58029.00,Italy,0.04,Bank Transfer,14.62,Stationery,In-store,Returned,FedEx,Amsterdam,Medium
946620,SKU_1136,USB Cable,18.00,2023-08-05 06:00,39.72,0.00,Norway,0.38,paypall,21.50,Electronics,In-store,Not Returned,DHL,Rome,High
670864,SKU_1473,Backpack,42.00,2023-08-05 07:00,52.88,41507.00,Belgium,0.45,paypall,6.60,Furniture,Online,Not Returned,Royal Mail,Rome,Medium
372855,SKU_1597,T-shirt,10.00,2023-08-05 08:00,56.78,15844.00,Australia,0.40,Bank Transfer,14.93,Stationery,Online,Not Returned,FedEx,Rome,High
349486,SKU_1052,Wall Clock,13.00,2023-08-05 09:00,59.19,15045.00,Germany,0.42,Bank Transfer,26.78,Stationery,In-store,Not Returned,Royal Mail,Paris,Medium
606693,SKU_1572,Office Chair,46.00,2023-08-05 10:00,70.36,20924.00,Germany,0.23,paypall,21.79,Furniture,In-store,Not Returned,DHL,London,High
871935,SKU_1926,Backpack,24.00,2023-08-05 11:00,93.44,22893.00,Belgium,0.08,Credit Card,24.18,Accessories,In-store,Not Returned,UPS,London,High
895947,SKU_1112,Headphones,46.00,2023-08-05 12:00,18.93,34940.00,Portugal,0.42,Credit Card,22.85,Apparel,In-store,Not Returned,DHL,Rome,High
251265,SKU_1815,Headphones,24.00,2023-08-05 13:00,53.78,90657.00,United Kingdom,0.27,paypall,15.27,Stationery,Online,Returned,UPS,Berlin,High
298739,SKU_1619,Backpack,48.00,2023-08-05 14:00,70.00,51764.00,Sweden,0.41,Bank Transfer,25.49,Stationery,Online,Not Returned,UPS,Amsterdam,Low
757784,SKU_1477,Headphones,48.00,2023-08-05 15:00,44.72,0.00,United Kingdom,0.42,paypall,26.88,Electronics,In-store,Not Returned,Royal Mail,,High
668632,SKU_1334,White Mug,42.00,2023-08-05 16:00,64.58,18928.00,Norway,0.18,paypall,28.96,Accessories,Online,Not Returned,UPS,Berlin,Medium
580575,SKU_1416,Blue Pen,20.00,2023-08-05 18:00,84.74,59091.00,Australia,0.02,Bank Transfer,27.77,Stationery,Online,Not Returned,UPS,London,High
946027,SKU_1066,Desk Lamp,3.00,2023-08-05 19:00,75.02,86745.00,Sweden,0.31,Bank Transfer,15.19,Stationery,Online,Not Returned,Royal Mail,Berlin,Medium
547842,SKU_1993,Desk Lamp,37.00,2023-08-05 20:00,37.49,48029.00,France,0.09,Bank Transfer,11.72,Electronics,Online,Not Returned,DHL,Paris,Low
371344,SKU_1319,Wireless Mouse,10.00,2023-08-05 21:00,20.24,27053.00,Norway,0.32,paypall,6.54,Electronics,Online,Not Returned,Royal Mail,Paris,High
805829,SKU_1633,Wireless Mouse,26.00,2023-08-05 22:00,3.82,82594.00,Australia,0.21,paypall,10.44,Stationery,In-store,Not Returned,DHL,Rome,High
778391,SKU_1253,Wireless Mouse,37.00,2023-08-05 23:00,74.23,30823.00,Belgium,0.15,Bank Transfer,12.28,Apparel,In-store,Returned,UPS,Rome,High
234288,SKU_1400,Headphones,16.00,2023-08-06 00:00,76.53,23762.00,Italy,0.18,Credit Card,13.34,Stationery,In-store,Not Returned,Royal Mail,London,High
202974,SKU_1004,T-shirt,4.00,2023-08-06 02:00,28.88,75386.00,Netherlands,0.05,paypall,5.01,Apparel,Online,Not Returned,Royal Mail,Berlin,Medium
519594,SKU_1861,Desk Lamp,37.00,2023-08-06 03:00,41.98,0.00,France,0.29,paypall,5.86,Accessories,Online,Returned,Royal Mail,Berlin,Low
200927,SKU_1445,Wall Clock,41.00,2023-08-06 04:00,41.33,33799.00,Australia,0.02,Bank Transfer,21.49,Furniture,In-store,Not Returned,UPS,Rome,Low
441030,SKU_1234,Headphones,33.00,2023-08-06 05:00,53.90,59107.00,Germany,0.19,paypall,8.58,Stationery,Online,Not Returned,Royal Mail,Paris,Low
739105,SKU_1446,Blue Pen,36.00,2023-08-06 06:00,70.90,49541.00,United States,0.03,paypall,27.77,Apparel,In-store,Not Returned,DHL,London,Medium
769810,SKU_1846,Backpack,34.00,2023-08-06 07:00,58.57,83749.00,Spain,0.05,Bank Transfer,12.75,Accessories,In-store,Not Returned,FedEx,Paris,High
387669,SKU_1199,Desk Lamp,23.00,2023-08-06 09:00,69.47,27661.00,Sweden,0.24,Credit Card,11.12,Electronics,Online,Not Returned,UPS,Amsterdam,Low
521788,SKU_1681,Office Chair,45.00,2023-08-06 10:00,61.85,59537.00,France,0.42,Credit Card,6.27,Stationery,Online,Not Returned,UPS,London,High
928460,SKU_1869,Blue Pen,17.00,2023-08-06 11:00,60.56,45186.00,Netherlands,0.32,Bank Transfer,12.39,Furniture,Online,Returned,UPS,Rome,High
792439,SKU_1859,Blue Pen,8.00,2023-08-06 12:00,92.90,21109.00,Portugal,0.09,Bank Transfer,26.45,Accessories,In-store,Not Returned,DHL,Berlin,High
814327,SKU_1020,Blue Pen,31.00,2023-08-06 13:00,41.19,0.00,Sweden,0.33,paypall,11.42,Electronics,Online,Not Returned,UPS,Berlin,Medium
676335,SKU_1686,Headphones,34.00,2023-08-06 14:00,35.80,52041.00,Australia,0.05,Bank Transfer,14.32,Stationery,In-store,Not Returned,Royal Mail,London,Medium
463184,SKU_1795,Desk Lamp,20.00,2023-08-06 16:00,33.03,81198.00,Netherlands,0.30,paypall,20.70,Accessories,Online,Not Returned,DHL,London,High
219786,SKU_1148,Office Chair,36.00,2023-08-06 17:00,63.45,37197.00,United States,0.17,paypall,16.27,Apparel,In-store,Not Returned,DHL,Paris,High
716712,SKU_1624,T-shirt,5.00,2023-08-06 18:00,49.52,35827.00,France,0.40,paypall,6.68,Electronics,Online,Not Returned,FedEx,Rome,High
233018,SKU_1283,White Mug,27.00,2023-08-06 19:00,50.49,0.00,United States,0.33,paypall,28.07,Apparel,In-store,Not Returned,DHL,,High
515159,SKU_1085,Backpack,46.00,2023-08-06 20:00,12.09,63106.00,United Kingdom,0.34,paypall,24.15,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
878856,SKU_1101,Wireless Mouse,14.00,2023-08-06 21:00,44.61,12105.00,Spain,0.43,Credit Card,25.60,Furniture,Online,Returned,Royal Mail,Berlin,Medium
115740,SKU_1530,Office Chair,34.00,2023-08-06 22:00,36.50,74634.00,France,0.06,Credit Card,18.94,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
585197,SKU_1062,Notebook,26.00,2023-08-06 23:00,71.13,95682.00,Sweden,0.10,Credit Card,24.58,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
214988,SKU_1627,Wall Clock,31.00,2023-08-07 00:00,11.10,38903.00,Germany,0.05,Credit Card,24.26,Furniture,In-store,Not Returned,FedEx,Rome,Medium
174712,SKU_1691,Headphones,44.00,2023-08-07 01:00,76.80,32526.00,Australia,0.48,paypall,19.28,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
981834,SKU_1549,White Mug,2.00,2023-08-07 02:00,50.06,37582.00,Belgium,0.03,Bank Transfer,13.12,Apparel,In-store,Not Returned,Royal Mail,Paris,High
537867,SKU_1813,Blue Pen,45.00,2023-08-07 03:00,66.74,59687.00,Norway,0.07,Credit Card,12.18,Electronics,Online,Not Returned,UPS,Amsterdam,Low
661557,SKU_1407,Desk Lamp,28.00,2023-08-07 04:00,98.84,98010.00,Italy,0.34,Credit Card,27.26,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
570370,SKU_1603,Wall Clock,22.00,2023-08-07 05:00,80.10,89357.00,Portugal,0.49,Credit Card,20.04,Apparel,Online,Not Returned,DHL,Berlin,Medium
845632,SKU_1172,Blue Pen,8.00,2023-08-07 06:00,49.79,50298.00,France,0.43,Bank Transfer,28.19,Furniture,In-store,Returned,Royal Mail,Berlin,Medium
400826,SKU_1716,Backpack,48.00,2023-08-07 07:00,38.36,35453.00,France,0.19,Bank Transfer,25.62,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
744647,SKU_1520,Desk Lamp,22.00,2023-08-07 08:00,88.43,62940.00,Norway,0.21,Credit Card,28.11,Furniture,Online,Not Returned,DHL,Berlin,High
255673,SKU_1520,Office Chair,11.00,2023-08-07 09:00,15.91,51292.00,Germany,0.03,paypall,11.02,Accessories,Online,Not Returned,FedEx,Amsterdam,High
919282,SKU_1532,Notebook,1.00,2023-08-07 10:00,27.15,40979.00,Italy,0.43,Credit Card,12.88,Stationery,In-store,Not Returned,Royal Mail,London,Medium
141132,SKU_1023,Wireless Mouse,49.00,2023-08-07 11:00,87.11,98749.00,Australia,0.19,paypall,27.81,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
543366,SKU_1094,T-shirt,6.00,2023-08-07 12:00,26.48,50094.00,Portugal,0.46,Bank Transfer,26.95,Apparel,Online,Returned,Royal Mail,Amsterdam,High
236876,SKU_1703,Headphones,22.00,2023-08-07 13:00,18.74,15003.00,Portugal,0.23,Credit Card,18.83,Accessories,Online,Not Returned,UPS,Berlin,Low
352697,SKU_1860,Headphones,2.00,2023-08-07 14:00,81.57,99778.00,United States,0.38,paypall,26.52,Electronics,Online,Not Returned,FedEx,Paris,Low
709349,SKU_1295,Desk Lamp,26.00,2023-08-07 15:00,44.49,66975.00,Sweden,0.32,Bank Transfer,23.87,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
152034,SKU_1969,Wall Clock,7.00,2023-08-07 16:00,88.55,31409.00,Australia,0.06,paypall,28.96,Furniture,Online,Not Returned,UPS,Rome,Low
407205,SKU_1179,Desk Lamp,33.00,2023-08-07 17:00,31.57,21465.00,France,0.40,paypall,27.52,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
516962,SKU_1899,T-shirt,16.00,2023-08-07 18:00,58.74,73786.00,Belgium,0.17,Bank Transfer,27.75,Electronics,In-store,Not Returned,UPS,Paris,Low
440492,SKU_1130,Office Chair,13.00,2023-08-07 19:00,31.31,56801.00,Belgium,0.19,Bank Transfer,23.49,Electronics,Online,Not Returned,UPS,Rome,Low
332460,SKU_1908,Headphones,32.00,2023-08-07 20:00,83.61,73202.00,Germany,0.40,Credit Card,20.08,Apparel,In-store,Not Returned,DHL,London,Medium
780696,SKU_1532,Wireless Mouse,3.00,2023-08-07 21:00,32.95,15984.00,United Kingdom,0.49,paypall,21.31,Electronics,In-store,Not Returned,Royal Mail,London,Medium
739180,SKU_1007,Notebook,21.00,2023-08-07 22:00,31.81,11641.00,Norway,0.11,paypall,26.40,Furniture,Online,Not Returned,DHL,Paris,High
670240,SKU_1887,Desk Lamp,31.00,2023-08-07 23:00,54.76,89233.00,Germany,0.32,Bank Transfer,19.39,Electronics,In-store,Not Returned,FedEx,Paris,Medium
982428,SKU_1200,T-shirt,24.00,2023-08-08 00:00,61.46,31650.00,Belgium,0.42,Credit Card,27.40,Furniture,In-store,Not Returned,DHL,Amsterdam,Low
278215,SKU_1877,Desk Lamp,7.00,2023-08-08 01:00,23.64,92161.00,United States,0.07,Credit Card,21.47,Accessories,In-store,Not Returned,Royal Mail,Rome,High
580420,SKU_1384,Blue Pen,39.00,2023-08-08 02:00,2.36,35276.00,Sweden,0.29,paypall,15.49,Apparel,In-store,Returned,Royal Mail,Berlin,High
488126,SKU_1525,Desk Lamp,44.00,2023-08-08 03:00,20.07,0.00,Portugal,0.05,paypall,18.67,Stationery,Online,Not Returned,Royal Mail,Paris,High
683667,SKU_1843,Headphones,8.00,2023-08-08 04:00,82.95,42219.00,Netherlands,0.18,Bank Transfer,29.93,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High
789680,SKU_1547,Wall Clock,6.00,2023-08-08 05:00,88.78,66271.00,France,0.12,Credit Card,27.47,Stationery,Online,Not Returned,UPS,Berlin,Medium
992552,SKU_1405,Wall Clock,14.00,2023-08-08 06:00,67.69,78806.00,Sweden,0.44,paypall,27.12,Electronics,Online,Not Returned,FedEx,Amsterdam,High
227852,SKU_1372,USB Cable,20.00,2023-08-08 07:00,27.19,0.00,Australia,0.21,Bank Transfer,19.06,Stationery,In-store,Not Returned,FedEx,Rome,Low
460255,SKU_1163,Notebook,2.00,2023-08-08 08:00,19.66,39427.00,Sweden,0.14,paypall,21.26,Electronics,Online,Not Returned,UPS,Paris,Medium
592344,SKU_1556,T-shirt,14.00,2023-08-08 09:00,19.29,56989.00,United States,0.38,Bank Transfer,21.95,Electronics,In-store,Not Returned,UPS,London,High
660804,SKU_1655,White Mug,35.00,2023-08-08 10:00,90.61,26282.00,Norway,0.18,Credit Card,23.10,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium
290861,SKU_1522,Office Chair,25.00,2023-08-08 11:00,52.17,92770.00,Sweden,0.07,Credit Card,25.83,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
875960,SKU_1353,Wall Clock,18.00,2023-08-08 13:00,48.06,52356.00,United States,0.25,paypall,28.93,Apparel,Online,Not Returned,DHL,Rome,Medium
858861,SKU_1408,Wireless Mouse,40.00,2023-08-08 14:00,68.82,49055.00,Sweden,0.41,paypall,5.60,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low
161240,SKU_1510,White Mug,8.00,2023-08-08 15:00,54.75,45735.00,Italy,0.15,paypall,29.91,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High
403942,SKU_1857,Desk Lamp,6.00,2023-08-08 16:00,64.34,61322.00,Netherlands,0.50,Credit Card,20.77,Stationery,Online,Not Returned,FedEx,Rome,High
317687,SKU_1962,USB Cable,28.00,2023-08-08 17:00,92.87,80723.00,Portugal,0.36,Credit Card,17.41,Apparel,In-store,Not Returned,UPS,Berlin,High
549136,SKU_1211,Wall Clock,9.00,2023-08-08 18:00,75.50,26462.00,United States,0.28,Bank Transfer,19.79,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
166473,SKU_1926,Desk Lamp,25.00,2023-08-08 19:00,24.99,10364.00,Sweden,0.45,Bank Transfer,24.46,Furniture,In-store,Not Returned,UPS,London,Medium
296398,SKU_1624,USB Cable,7.00,2023-08-08 20:00,29.69,64889.00,United Kingdom,0.28,Bank Transfer,23.17,Furniture,In-store,Not Returned,Royal Mail,London,Low
750099,SKU_1960,Desk Lamp,35.00,2023-08-08 21:00,80.46,71789.00,Belgium,0.11,Credit Card,29.62,Accessories,Online,Not Returned,Royal Mail,Paris,High
819234,SKU_1857,White Mug,16.00,2023-08-08 22:00,51.90,63385.00,France,0.37,Bank Transfer,24.38,Electronics,In-store,Not Returned,UPS,Rome,High
209806,SKU_1344,Headphones,20.00,2023-08-08 23:00,14.06,47808.00,Portugal,0.33,Bank Transfer,21.94,Stationery,Online,Not Returned,DHL,Rome,Low
725497,SKU_1335,White Mug,18.00,2023-08-09 01:00,17.47,92889.00,Italy,0.39,Bank Transfer,26.03,Stationery,In-store,Not Returned,UPS,London,High
552697,SKU_1873,Wireless Mouse,2.00,2023-08-09 03:00,5.27,22791.00,Australia,0.42,paypall,7.09,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
557088,SKU_1883,Headphones,29.00,2023-08-09 04:00,10.21,16083.00,France,0.35,Bank Transfer,8.66,Electronics,In-store,Returned,UPS,London,High
177774,SKU_1677,T-shirt,28.00,2023-08-09 05:00,73.61,16737.00,Italy,0.22,paypall,13.52,Apparel,Online,Returned,FedEx,London,Low
389930,SKU_1257,White Mug,15.00,2023-08-09 06:00,92.77,69739.00,Netherlands,0.02,paypall,20.94,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
719492,SKU_1053,Backpack,30.00,2023-08-09 07:00,6.28,88222.00,Germany,0.05,Credit Card,6.69,Electronics,Online,Returned,DHL,Paris,High
299302,SKU_1604,White Mug,4.00,2023-08-09 08:00,20.96,70500.00,Germany,0.34,paypall,16.81,Furniture,In-store,Not Returned,Royal Mail,Rome,Medium
300203,SKU_1774,Office Chair,8.00,2023-08-09 09:00,12.55,97140.00,Norway,0.39,Bank Transfer,27.69,Accessories,In-store,Not Returned,UPS,London,High
756627,SKU_1944,Wireless Mouse,19.00,2023-08-09 10:00,57.73,0.00,United Kingdom,0.44,Bank Transfer,12.11,Electronics,Online,Not Returned,DHL,London,Low
559173,SKU_1295,Desk Lamp,30.00,2023-08-09 11:00,79.93,13544.00,Belgium,0.47,paypall,15.73,Electronics,Online,Not Returned,Royal Mail,Rome,Medium
293717,SKU_1556,Blue Pen,26.00,2023-08-09 12:00,44.24,0.00,Norway,0.01,Bank Transfer,11.38,Apparel,Online,Not Returned,DHL,,Medium
643938,SKU_1949,Backpack,9.00,2023-08-09 13:00,4.27,65148.00,United Kingdom,0.34,paypall,25.37,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium
893449,SKU_1216,Office Chair,43.00,2023-08-09 14:00,38.27,57389.00,United Kingdom,0.18,Bank Transfer,18.67,Apparel,In-store,Not Returned,Royal Mail,London,Medium
503065,SKU_1700,Notebook,28.00,2023-08-09 15:00,17.56,27475.00,Australia,0.16,paypall,11.82,Electronics,Online,Returned,DHL,London,Low
872148,SKU_1387,Wall Clock,7.00,2023-08-09 16:00,28.28,17236.00,Belgium,0.05,Credit Card,6.71,Furniture,Online,Returned,UPS,London,High
844409,SKU_1106,Backpack,33.00,2023-08-09 17:00,12.12,12107.00,Italy,0.35,Credit Card,23.43,Accessories,In-store,Not Returned,UPS,Berlin,High
424597,SKU_1801,Wall Clock,4.00,2023-08-09 18:00,36.94,20522.00,Spain,0.20,paypall,11.42,Accessories,In-store,Not Returned,UPS,Rome,High
542333,SKU_1472,Desk Lamp,8.00,2023-08-09 19:00,55.81,65149.00,Germany,0.34,Credit Card,27.44,Furniture,Online,Not Returned,DHL,Berlin,High
550463,SKU_1007,USB Cable,34.00,2023-08-09 20:00,78.61,75711.00,Italy,0.13,paypall,28.95,Electronics,Online,Not Returned,Royal Mail,Rome,Low
692050,SKU_1913,T-shirt,36.00,2023-08-09 22:00,1.16,14479.00,Norway,0.20,paypall,21.58,Apparel,Online,Not Returned,FedEx,Berlin,High
759748,SKU_1167,Wall Clock,29.00,2023-08-09 23:00,67.46,75010.00,Netherlands,0.37,Bank Transfer,17.71,Electronics,Online,Not Returned,FedEx,London,High
167958,SKU_1330,Office Chair,43.00,2023-08-10 00:00,69.61,54488.00,Belgium,0.12,Credit Card,28.37,Stationery,Online,Not Returned,Royal Mail,Berlin,Low
271066,SKU_1951,Headphones,4.00,2023-08-10 01:00,13.91,34879.00,Germany,0.03,Bank Transfer,29.01,Stationery,In-store,Not Returned,Royal Mail,Rome,High
570929,SKU_1036,USB Cable,35.00,2023-08-10 02:00,49.07,79176.00,Belgium,0.21,Bank Transfer,17.52,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low
701856,SKU_1230,T-shirt,28.00,2023-08-10 03:00,6.02,46086.00,Belgium,0.32,Bank Transfer,23.09,Furniture,Online,Not Returned,FedEx,London,Low
603028,SKU_1182,USB Cable,22.00,2023-08-10 04:00,62.47,0.00,United Kingdom,0.19,Credit Card,16.52,Furniture,In-store,Not Returned,FedEx,Berlin,Low
959284,SKU_1291,Desk Lamp,26.00,2023-08-10 05:00,89.95,80173.00,United Kingdom,0.33,Bank Transfer,5.97,Furniture,Online,Returned,DHL,Paris,High
